,SID,SCAPN,SCSitus_NumNam,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Listing_broker_company
7067,S7068,GA Fulton 17-0020-LL-088,GA Fulton 1212 Mount Vernon Hwy,23.0,,11.79,,,,0.350404716,2.0,66.72,1018363.94,10/25/95,12200000.0,
7068,S7069,GA Bulloch S7069,GA Bulloch 1699 Statesboro Place Cir,20.0,,,,,,0.232877047,3.0,63.8,647229.7,10/10/13,12161446.0,Berkadia Real Estate Advisors
7069,S7070,GA Cobb 17-0985-003,GA Cobb 1250 Parkwood Cir,22.0,,8.43,627264.0,8125000.0,1999.0,0.51365932,3.0,89.39,2000000.0,12/28/00,12000000.0,CB Richard Ellis
7070,S7071,GA DeKalb 18-284-01-004,GA DeKalb 3343 Chamblee Tucker Rd,55.0,,5.0,,,,0.331170715,2.0,82.14,1184951.12,6/1/18,12000000.0,Marcus & Millichap
7071,S7072,GA Chatham S7072,GA Chatham 901 Kessler Ct,30.0,,,,,,0.334380489,2.0,83.39,1214574.9,5/31/19,12000000.0,Cushman & Wakefield
7072,S7073,GA Coweta N57A-0-062,GA Coweta 66 Jefferson Pky,29.0,6.0,5.5,1380000.0,9330855.0,2017.0,0.230360256,2.0,86.66,869565.22,1/19/18,12000000.0,Cushman & Wakefield
7073,S7074,GA DeKalb 18-202-01-058,GA DeKalb 3524 Buford Hwy,47.0,6.5,,3069300.0,4395560.0,2016.0,0.45541409200000005,2.0,78.47,1556756.76,9/29/17,11520000.0,Berkadia Real Estate Advisors
7074,S7075,GA DeKalb S7075,GA DeKalb 3649 Buford Hwy,49.0,,,,,,0.923588711,2.0,66.16,2661798.38,10/27/17,11498969.0,
7075,S7076,GA DeKalb 18-0048-09-001,GA DeKalb 2676 Milscott Dr,17.0,,,3293000.0,10956800.0,2006.0,0.617046879,4.0,103.08,2770531.4,10/12/06,11470000.0,Newmark Knight Frank
7076,S7077,GA DeKalb S7077,GA DeKalb 3547 Buford Hwy,51.0,,,,,,0.419372294,2.0,74.29,1357142.86,5/18/17,11400000.0,
7077,S7078,GA Chatham THB-0004-06-004A,GA Chatham 2612 Dogwood Ave,41.0,,7.25,0.0,11082500.0,2008.0,0.25012655699999997,3.0,66.72,726923.08,7/2/09,11340000.0,Newmark Knight Frank
7078,S7079,GA Fulton 17-0074-0000-049,GA Fulton 6980 Roswell Rd,51.0,,,787600.0,8298400.0,2004.0,0.454000512,3.0,65.75,1300287.19,9/15/05,11319000.0,Newmark Knight Frank
7079,S7080,GA Chatham SVA-0645-01-020,GA Chatham 205 Montgomery Crossroad,33.0,,6.0,,5995000.0,,0.24523824,2.0,70.1,748840.29,6/28/07,11300000.0,Newmark Knight Frank
7080,S7081,GA Cobb 17-0976-219,GA Cobb 102 Essex Ave,49.0,,7.07,468640.0,2112422.0,1998.0,0.414399084,3.0,83.62,1509433.96,11/24/99,11200000.0,
7081,S7082,GA Cobb 16-1016-0-008-0,GA Cobb 820 Canton Rd,33.0,,,699490.0,7800200.0,2015.0,0.38805101299999994,3.0,63.4,1071635.17,10/1/15,11115000.0,Cushman & Wakefield
7082,S7083,GA Fulton 17-0090-0001-060,GA Fulton 64 Northwood Dr,50.0,,,,,,0.397680222,2.0,95.63,1656671.66,5/5/17,11050000.0,Cushman & Wakefield
7083,S7084,GA Bulloch MS62000082-000,GA Bulloch 1699 Statesboro Place Cir,20.0,,5.75,1548000.0,8295364.0,2016.0,0.232877047,3.0,57.71,585417.78,7/13/17,11000000.0,Newmark Knight Frank
7084,S7085,GA Richmond 410010000,GA Richmond 1315 Marks Church Rd,3.0,7.0,,374228.0,4427083.0,2016.0,0.49906210700000003,3.0,75.86,1649175.41,8/2/17,11000000.0,Taycora
7085,S7086,GA Glynn 03-02197,GA Glynn 111 Palm Dr,20.0,,,0.0,6100000.0,2015.0,0.301629682,3.0,76.45,1004515.71,10/15/15,10900000.0,Colliers International
7086,S7087,GA Gwinnett R6304G-001 thru 072,GA Gwinnett 100 Wynfield Ter,31.0,,7.38,,,,0.286378371,2.0,55.95,697995.63,5/18/95,10865000.0,Gables Residential
7087,S7088,GA Muscogee 067-022-016,GA Muscogee 1400 Boxwood Blvd,18.0,,6.0,648000.0,5887080.0,2016.0,0.261129425,2.0,52.25,594364.42,7/3/18,10650000.0,CBRE
7088,S7089,GA Bartow 0070-0163-006,GA Bartow 531 Grassdale Rd,29.0,,6.2,,,,0.34785282799999995,2.0,71.27,1079958.46,10/13/15,10400000.0,Greystone Brown Real Estate Advisors
7089,S7090,GA DeKalb 16-088-01-005,GA DeKalb 6170 Hillandale Dr,24.0,,6.5,864000.0,6167978.0,2017.0,0.138491565,2.0,75.6,456063.27,10/4/18,10380000.0,Cushman & Wakefield
7090,S7091,GA Fulton 17-0032-LL-074,GA Fulton 7500 Roswell Rd,32.0,,8.5,,,,0.383687495,2.0,54.33,907988.09,12/19/95,10366500.0,"First Capital Realty, Inc."
7091,S7092,GA Henry S12--01-012-000,GA Henry 5220 Henry Blvd,30.0,,6.25,639500.0,5396900.0,2016.0,0.254101362,2.0,73.11,809225.96,6/27/17,10350000.0,Cushman & Wakefield
7092,S7093,GA Chatham 2-0061-01-002,GA Chatham 1800 38th St,74.0,,,1500000.0,4170000.0,2018.0,0.19687535399999997,1.0,82.46,707191.78,5/10/19,10325000.0,
7093,S7094,GA Cobb 17-0666-0-038-0,GA Cobb 1898 Spring Rd,44.0,,,1176530.0,5908600.0,2014.0,0.316294256,2.0,83.13,1145333.33,3/30/15,10308000.0,
7094,S7095,GA Coweta N63-0-001,GA Coweta 80 Christian Dr,47.0,,6.0,6226932.0,11559064.0,2015.0,0.239753827,3.0,44.11,460706.3,6/1/16,10306000.0,Cushman & Wakefield
7095,S7096,GA Hall 08-00045-02-010,GA Hall 1200 Lanier Mill Cir,20.0,6.88,5.58,1078400.0,5543912.0,2014.0,0.322865801,3.0,70.34,989330.75,6/29/15,10200000.0,Greystone Brown Real Estate Advisors
7096,S7097,GA Cherokee 015N18-00000-010-000-0000,GA Cherokee 107 Skyridge Dr,32.0,,,3000000.0,6173800.0,2018.0,0.201167929,1.0,142.65,1250000.0,4/25/19,10000000.0,
7097,S7098,GA Cobb 17-0434-0-018-0,GA Cobb 950 Hudson Rd,36.0,,7.25,1115400.0,5536000.0,2016.0,0.31231578,3.0,121.62,1654560.8,5/1/17,10000000.0,FourPoint Investments
7098,S7099,GA Fulton 06-0363-0080-009,GA Fulton 100 River Dr,48.0,,,531320.0,2218680.0,2004.0,7.142202407999999,2.0,58.34,18148820.33,8/21/06,10000000.0,Richard Bowers & Co.
7099,S7100,GA Clarke S7100,GA Clarke 150 West Park Dr,22.0,,,,,,0.33388423899999997,2.0,64.46,937538.4,4/30/15,9741024.0,Transwestern
7100,S7101,GA Fulton 14-0084-0003-098,GA Fulton 440 Markham St,27.0,,,667900.0,1965800.0,2014.0,1.658014043,4.0,60.14,4343737.41,7/16/15,9700000.0,
7101,S7102,GA Gwinnett 6-054-085,GA Gwinnett 1501 Wiloaks Dr,38.0,6.18,6.0,2850700.0,5920000.0,2007.0,0.28917382199999997,2.0,48.16,606594.26,8/17/07,9679000.0,Newmark Knight Frank
7102,S7103,GA Douglas 3025-01-9-A-007,GA Douglas 7101 Strickland St,19.0,,,319800.0,7124600.0,2016.0,0.235420459,2.0,58.85,603502.19,7/31/17,9650000.0,
7103,S7104,GA Cobb S7104,GA Cobb 595 Riverside Pky,45.0,,,,,,0.301350506,2.0,61.88,812337.02,7/15/15,9634317.0,
7104,S7105,GA Cobb 20-0059-0-159-0,GA Cobb 4150 George Busbee Pky,34.0,,,2861370.0,7699870.0,2018.0,0.483115556,4.0,58.09,1222506.39,2/1/19,9560000.0,
7105,S7106,GA Hall 08-0006A-00-020,GA Hall 100 Paces Ct,17.0,8.5,5.0,,,,0.32436941,2.0,56.55,798990.75,12/14/18,9500000.0,The Simpson Company
7106,S7107,GA Cobb 17-0669-003,GA Cobb 3330 Atlanta Rd,45.0,,,1032370.0,5100000.0,2005.0,0.560151791,2.0,64.15,1565217.39,2/24/06,9450000.0,
7107,S7108,GA Cobb S7108,GA Cobb 1788 Austell Rd,48.0,,,,,,0.399601485,3.0,47.4,825004.38,9/15/16,9410000.0,Cushman & Wakefield
7108,S7109,GA DeKalb 18-293-10-004,GA DeKalb 3544 Old Chamblee Tucker Rd,52.0,,6.84,5159728.0,8127372.0,2015.0,0.34274061100000003,2.0,45.71,682481.75,1/13/16,9350000.0,Cushman & Wakefield
7109,S7110,GA Paulding 66393,GA Paulding 149 Greenfield Rd,18.0,,,1515000.0,5883200.0,2012.0,0.11746174599999999,1.0,72.33,370099.01,12/31/13,9345000.0,
7110,S7111,GA Lowndes 0109D-037,GA Lowndes 480 Murray Rd,23.0,,5.75,980385.0,4412998.0,2017.0,0.782007685,2.0,48.67,1657754.01,9/28/18,9300000.0,Cushman & Wakefield
7111,S7112,GA Troup S7112,GA Troup 1700 Park Pl,31.0,,,,,,0.25109711,2.0,59.72,653220.18,10/19/17,9175000.0,Cushman & Wakefield
7112,S7113,GA Fulton 17-0152-LL-018,GA Fulton 1760 Northside Dr,33.0,,6.0,,,,0.555924236,3.0,108.36,2624032.12,12/28/12,9150000.0,Cushman & Wakefield
7113,S7114,GA Fulton 17-0186-0001-090,GA Fulton 1101 Collier Rd,49.0,,9.81,,,,0.457593585,2.0,64.78,1291310.54,11/30/01,9065000.0,
7114,S7115,GA Cobb S7115,GA Cobb 2870 Personality Pky,50.0,,,,,,0.280381973,2.0,58.25,711462.45,11/24/15,9000000.0,Berkadia Real Estate Advisors
7115,S7116,GA Clayton 13-0210D-00B-006,GA Clayton 8050 Tara Blvd,47.0,,6.25,,,,0.185100829,2.0,87.89,708661.42,7/17/18,9000000.0,Newmark Knight Frank
7116,S7117,GA Clayton 12-0108A-00B-003,GA Clayton 6655 Mt Zion Blvd,24.0,5.15,,,,,0.119923797,2.0,64.29,335820.9,6/15/18,9000000.0,Newmark Knight Frank
7117,S7118,GA DeKalb 16-088-01-012,GA DeKalb 6136 Hillandale Dr,30.0,,7.0,,,,0.166666667,2.0,61.64,447500.0,11/30/17,8950000.0,CBRE
7118,S7119,GA DeKalb 18-0203-02-053,GA DeKalb 3028 Clairmont Rd,40.0,,,4907000.0,7991000.0,2008.0,0.253363551,2.0,52.81,582867.04,8/5/09,8750000.0,Transwestern
7119,S7120,GA Gwinnett 6-322-145,GA Gwinnett 3395 Peachtree Industrial Blvd,34.0,,,1315700.0,5875000.0,2004.0,0.359553994,2.0,55.16,863952.33,3/2/05,8700000.0,
7120,S7121,GA Carroll C02-0430205,GA Carroll 318 Columbia Dr,17.0,7.9,6.7,601640.0,5197070.0,2016.0,0.267372578,2.0,55.25,643491.12,6/30/17,8700000.0,"Bullock Mannelly Partners, Inc"
7121,S7122,GA Gwinnett R6241-200,GA Gwinnett 5375 Stanford Village Ln,34.0,7.51,,,,,0.631158306,2.0,73.32,2015813.95,9/12/07,8668000.0,Newmark Knight Frank
7122,S7123,GA Troup S7123,GA Troup 1600 Meadow Ter,32.0,,,,,,0.546598214,2.0,32.74,779545.45,10/19/17,8575000.0,Cushman & Wakefield
7123,S7124,GA Coweta N57A-0-062,GA Coweta 66 Jefferson Pky,29.0,,,552000.0,6186456.0,2014.0,0.230360256,2.0,61.74,619565.22,3/31/15,8550000.0,Greystone Brown Real Estate Advisors
7124,S7125,GA Muscogee 083-019-017A,GA Muscogee 3700 Bridgewater Rd,47.0,,5.88,342000.0,2462900.0,2016.0,1.956908141,2.0,50.46,4301409.62,10/27/16,8300000.0,Cushman & Wakefield
7125,S7126,GA DeKalb 18-011A-01-001,GA DeKalb 3681 Decatur Rd,51.0,,,,,,0.522347254,3.0,30.34,690316.88,8/31/05,8202000.0,
7126,S7127,GA Clarke 074-A-023-D,GA Clarke 132 Wood Lake Dr,24.0,,5.4,586300.0,6279665.0,2016.0,0.293959701,3.0,71.0,909090.91,12/20/16,8200000.0,Berkadia Real Estate Advisors
7127,S7128,GA DeKalb 18-0126-05-004,GA DeKalb 1150 Rankin St,48.0,,7.6,,3911285.0,2002.0,0.378907602,2.0,39.21,647198.11,1/14/03,8200000.0,The Apartment Group
7128,S7129,GA DeKalb S7129,GA DeKalb 6170 Hillandale Dr,24.0,,,,,,0.138491565,2.0,59.1,356535.28,5/23/17,8114743.0,Cushman & Wakefield
7129,S7130,GA DeKalb 18-0157-02-002,GA DeKalb 2735 Briarcliff Rd,51.0,,,4893900.0,8955300.0,2004.0,0.12877835699999998,2.0,122.76,688622.75,1/21/05,8050000.0,Newmark Knight Frank
7130,S7131,GA Clarke 072-018,GA Clarke 205 Westchester Dr,49.0,,,459360.0,4459408.0,2017.0,0.600872956,3.0,39.32,1029220.78,1/31/18,7925000.0,Cushman & Wakefield
7131,S7132,GA DeKalb 18-203-02-053,GA DeKalb 3028 Clairmont Rd,40.0,,9.5,,,,0.253363551,2.0,47.68,526245.67,5/31/96,7900000.0,
7132,S7133,GA DeKalb 15-144-05-005,GA DeKalb 1403 Custer Ave,57.0,,6.3,,,,0.220244138,2.0,45.01,431859.18,3/31/17,7900000.0,Cushman & Wakefield
7133,S7134,GA Clarke 163B4-A-004,GA Clarke 210 Spring Ct,31.0,,,,,,0.01464415,2.0,1152.33,735067.63,1/31/17,7875000.0,CBRE
7134,S7135,GA DeKalb S7135,GA DeKalb 3524 Buford Hwy,47.0,,,,,,0.45541409200000005,2.0,53.13,1054054.05,10/2/15,7800000.0,Berkadia Real Estate Advisors
7135,S7136,GA DeKalb S7136,GA DeKalb 100 Arbor Cir,33.0,,,,,,0.464119885,3.0,39.61,800821.36,10/16/14,7800000.0,JLL
7136,S7137,GA Cobb S7137,GA Cobb 360 Six Flags Dr,48.0,,,,,,0.284051186,2.0,53.92,667153.64,7/15/15,7785683.0,
7137,S7138,GA Cherokee 015N06-00000-070-000-0000,GA Cherokee 450 Waldan Cir,32.0,,,,,,0.230055659,2.0,63.13,632653.06,1/20/06,7750000.0,
7138,S7139,GA Fulton 17-0074-0000-493,GA Fulton 6980 Roswell Rd,51.0,,,,,,0.454000512,3.0,44.9,887944.17,3/6/07,7729554.0,
7139,S7140,GA Camden S7140,GA Camden 301 Gross Rd,19.0,,,,,,0.37771554399999996,2.0,33.4,549566.04,2/7/18,7662929.0,LIHTC Advisors
7140,S7141,GA Richmond S7141,GA Richmond 222 Boy Scout Rd,36.0,,,,,,0.37220142700000003,2.0,42.34,686474.89,4/29/15,7654195.0,
7141,S7142,GA Chatham S7142,GA Chatham 10014 White Bluff Rd,34.0,,,,,,0.25302460600000004,2.0,58.03,639632.11,1/12/16,7650000.0,Cushman & Wakefield
7142,S7143,GA Cobb 20-0094-238,GA Cobb 50 Idlewood Ave,23.0,,,,,2001.0,0.648854142,4.0,31.14,880104.79,9/10/01,7525600.0,
7143,S7144,GA Bibb S7144,GA Bibb 4150 Arkwright Rd,35.0,,,,,,0.29851395199999997,2.0,48.9,635822.51,2/26/15,7520000.0,
7144,S7145,GA Chatham 2-0584-01-001,GA Chatham 11910 White Bluff Rd,36.0,,6.0,,5001860.0,2012.0,0.1872209,2.0,63.78,520110.96,9/30/13,7500000.0,Coastal Apartment Advisors
7145,S7146,GA Bartow 0070-0163-006,GA Bartow 531 Grassdale Rd,29.0,7.75,,687500.0,5650000.0,2012.0,0.34785282799999995,2.0,50.71,768431.98,9/26/13,7400000.0,
7146,S7147,GA DeKalb 18-202-01-059,GA DeKalb 3540 Buford Hwy,52.0,,,3596820.0,5910000.0,2014.0,0.47852166399999996,2.0,32.46,676605.5,7/27/15,7375000.0,
7147,S7148,GA Richmond S7148,GA Richmond 7001 Parker Pl,17.0,,,,,,0.602720472,2.0,47.3,1241929.25,8/31/17,7302544.0,SVN/ KD Lanclos & Associates LLC
7148,S7149,GA DeKalb S7149,GA DeKalb 3649 Buford Hwy,49.0,,,,,,0.923588711,2.0,42.0,1689814.81,10/2/15,7300000.0,Berkadia Real Estate Advisors
7149,S7150,GA Richmond S7150,GA Richmond 500 Caldwell Dr,33.0,,,,,,0.254894375,2.0,52.51,583067.09,10/6/16,7300000.0,
7150,S7151,GA Cherokee 015N06-00000-070-000-0000,GA Cherokee 450 Waldan Cir,32.0,7.5,,730000.0,6641600.0,2005.0,0.230055659,2.0,59.47,595918.37,1/30/06,7300000.0,Cushman & Wakefield
7151,S7152,GA DeKalb 18-0020-02-002,GA DeKalb 490 Stone Mountain Lithonia Rd,35.0,,5.86,1092600.0,6563300.0,2002.0,0.256811611,2.0,46.12,515901.06,9/4/03,7300000.0,Greystone Brown Real Estate Advisors
7152,S7153,GA Fulton 17-0152-0006-277,GA Fulton 743 Holmes St,71.0,,,179200.0,535920.0,2007.0,0.491183879,2.0,64.47,1379400.34,8/22/07,7241300.0,
7153,S7154,GA DeKalb S7154,GA DeKalb 3547 Buford Hwy,51.0,,,,,,0.419372294,2.0,46.92,857142.86,10/2/15,7200000.0,Berkadia Real Estate Advisors
7154,S7155,GA Fulton 14-0106-0015-022-1,GA Fulton 1181 Metropolitan Pky,71.0,,,,,,0.5354655739999999,2.0,51.39,1198741.32,8/30/18,7200000.0,
7155,S7156,GA Fulton 17-0090-0001-060,GA Fulton 64 Northwood Dr,50.0,,5.72,2600000.0,3951600.0,2014.0,0.397680222,2.0,61.88,1071964.02,10/13/15,7150000.0,Cushman & Wakefield
7156,S7157,GA DeKalb 15-229-01-010,GA DeKalb 1055 Holcombe Rd,49.0,,,,,,0.38864430299999997,2.0,40.26,681492.11,10/29/18,7125000.0,Greystone Brown Real Estate Advisors
7157,S7158,GA Houston 7701060000,GA Houston 725 State Hwy 96,18.0,,9.03,,,,0.252230138,2.0,78.8,865735.12,11/5/13,7125000.0,Cushman & Wakefield
7158,S7159,GA DeKalb 18-0285-03-046,GA DeKalb 3301 Henderson Mill Rd,51.0,,11.25,2565600.0,6800000.0,2002.0,0.28803226,2.0,42.26,530246.45,8/29/03,7100000.0,
7159,S7160,GA Hall 01-00084-07-001,GA Hall 1750 Norton Dr,41.0,,5.6,468000.0,5594900.0,2017.0,0.249505545,2.0,62.48,679038.46,10/31/17,7062000.0,Cushman & Wakefield
7160,S7161,GA Clayton 13-0106A-00B-001,GA Clayton 875 Garden Walk Blvd,34.0,,6.73,520000.0,4623500.0,2016.0,0.199290104,2.0,62.47,542307.69,6/13/17,7050000.0,Cushman & Wakefield
7161,S7162,GA Coweta N57A-062,GA Coweta 66 Jefferson Pky,29.0,,7.26,,,,0.230360256,2.0,50.73,509057.97,3/31/08,7025000.0,Greystone Brown Real Estate Advisors
7162,S7163,GA Cherokee 015N06-00000-070-000-0000,GA Cherokee 450 Waldan Cir,32.0,,8.0,490000.0,4185500.0,2007.0,0.230055659,2.0,57.02,571428.57,4/22/08,7000000.0,Transwestern
7163,S7164,GA Hall 08-0026-00-015,GA Hall 2745 Campus Pointe Cir,16.0,,,1257799.0,7090524.0,2004.0,0.22946281,3.0,70.03,700000.0,10/11/06,7000000.0,
7164,S7165,GA DeKalb 18-0202-01-059,GA DeKalb 3540 Buford Hwy,52.0,,10.36,566280.0,2166200.0,1999.0,0.47852166399999996,2.0,30.63,638532.11,1/31/00,6960000.0,
7165,S7166,GA Fulton S7166,GA Fulton 50 Clay St,54.0,,,,,,0.402935485,2.0,43.2,758250.09,3/8/16,6900000.0,Berkadia Real Estate Advisors
7166,S7167,GA Fulton 17-0032-0000-047,GA Fulton 600 Dalrymple Rd,50.0,,,999400.0,6068000.0,2002.0,0.331443349,2.0,53.41,771122.04,4/14/03,6900000.0,
7167,S7168,GA DeKalb 15-0056-02-016,GA DeKalb 3556 Panthersville Rd,45.0,,,683900.0,4188800.0,2000.0,0.177039907,2.0,27.34,210873.05,6/4/01,6850000.0,"Love Properties, Inc."
7168,S7169,GA DeKalb 16-0088-01-012,GA DeKalb 6136 Hillandale Dr,30.0,,6.0,223000.0,2110280.0,2007.0,0.166666667,2.0,46.83,340000.0,6/28/07,6800000.0,CBRE
7169,S7170,GA Richmond 353310000,GA Richmond 817 Hickman Rd,47.0,,5.0,,,,1.029844022,1.0,70.83,3177570.09,5/1/17,6800000.0,Berkadia Real Estate Advisors
7170,S7171,GA Fulton 06-0367-0000-028,GA Fulton 100 River Dr,48.0,,10.88,1328300.0,5546700.0,2002.0,7.142202407999999,2.0,39.67,12341197.82,12/13/02,6800000.0,Apartment Realty Advisors Inc
7171,S7172,GA Fulton 14-0194-0010-040-1,GA Fulton 2420 Heaton Rd,48.0,,7.8,,,,0.41267488399999996,2.0,39.51,710167.71,8/20/18,6775000.0,
7172,S7173,GA Fulton 17-0090-0001-060-8,GA Fulton 64 Northwood Dr,50.0,,,,,,0.397680222,2.0,58.42,1011994.0,6/18/07,6750000.0,
7173,S7174,GA Cherokee 015N18-00000-010-000-0000,GA Cherokee 107 Skyridge Dr,32.0,,,,,,0.201167929,1.0,96.29,843750.0,6/14/16,6750000.0,Newmark Knight Frank
7174,S7175,GA Fulton 17-0090-0001-060,GA Fulton 64 Northwood Dr,50.0,8.66,6.0,661100.0,5334000.0,2007.0,0.397680222,2.0,58.42,1011994.0,6/18/07,6750000.0,Newmark Knight Frank
7175,S7176,GA Chatham 2-0864A-02-007,GA Chatham 1030 Shawnee St,39.0,,,0.0,4706800.0,2017.0,0.22864591899999998,3.0,84.51,841708.54,1/10/18,6700000.0,
7176,S7177,GA Clarke 113-019-B,GA Clarke 1 Hanover Pl,44.0,,6.26,546600.0,3992385.0,2018.0,0.35629017399999996,2.0,47.97,744444.44,3/15/19,6700000.0,Berkadia Real Estate Advisors
7177,S7178,GA DeKalb 18-0256-06-050,GA DeKalb 100 Arbor Cir,33.0,,9.02,1357600.0,5378800.0,2004.0,0.464119885,3.0,34.03,687885.01,1/27/05,6700000.0,
7178,S7179,GA DeKalb 18-0284-01-004,GA DeKalb 3343 Chamblee Tucker Rd,55.0,7.25,,0.0,2364600.0,2007.0,0.331170715,2.0,45.86,661597.71,11/30/07,6700000.0,Greystone Brown Real Estate Advisors
7179,S7180,GA Fulton 13-0062-0002-043,GA Fulton 2727 Godby Rd,49.0,6.8,,,,,0.365348216,2.0,40.51,644744.46,7/16/18,6686000.0,
7180,S7181,GA Richmond S7181,GA Richmond 2618 Alexander Pl,,,,,,,0.44490528100000004,2.0,35.87,695170.56,8/31/17,6672108.0,SVN/ KD Lanclos & Associates LLC
7181,S7182,GA Gwinnett R5146E-015,GA Gwinnett 255 Honeysuckle Cir,21.0,,6.5,1946300.0,4787000.0,2013.0,0.45845467700000003,3.0,29.81,595344.67,2/28/14,6650000.0,CBRE
7182,S7183,GA Gwinnett 6-226-191,GA Gwinnett 209 Meadowood Commons Dr,37.0,,,374120.0,720000.0,2010.0,0.322022834,1.0,90.31,1266806.3,10/4/11,6638065.0,
7183,S7184,GA Gwinnett 6-226-191,GA Gwinnett 209 Meadowood Commons Dr,37.0,,,1461220.0,2920000.0,2010.0,0.322022834,1.0,90.31,1266806.3,10/4/11,6638065.0,
7184,S7185,GA Clayton 12-0108A-00B-003,GA Clayton 6655 Mt Zion Blvd,24.0,,5.42,298000.0,3326500.0,2015.0,0.119923797,2.0,47.37,247475.82,6/13/16,6632352.0,Cushman & Wakefield
7185,S7186,GA Chatham 2-0061-01-002,GA Chatham 1800 38th St,74.0,,7.07,20000.0,65300.0,,0.19687535399999997,1.0,52.83,453049.25,5/13/15,6614519.0,Greystone Brown Real Estate Advisors
7186,S7187,GA Gwinnett R6054-085,GA Gwinnett 1501 Wiloaks Dr,38.0,,,2850700.0,6755400.0,2013.0,0.28917382199999997,2.0,32.59,410496.17,6/19/14,6550000.0,Cushman & Wakefield
7187,S7188,GA Fulton 14-0244-0009-032-1,GA Fulton 3440 Boulder Park Dr,49.0,,,,,,0.226709235,2.0,64.15,633466.52,3/7/18,6500000.0,Berkadia Real Estate Advisors
7188,S7189,GA Cherokee 014N17-00000-029-000-0000,GA Cherokee 59 Anderson Ave,11.0,,,,,2010.0,0.432929289,4.0,45.18,852047.56,6/30/11,6450000.0,Bull Realty Inc.
7189,S7190,GA Spalding 054E-02-001-A,GA Spalding 600 Pine Hill Rd,24.0,,6.8,336000.0,4866048.0,2015.0,0.23304560800000002,2.0,42.03,426666.67,6/7/16,6400000.0,CBRE
7190,S7191,GA Cobb 17-0134-0-007-0,GA Cobb 1788 Austell Rd,48.0,,7.0,968281.0,3417343.0,2013.0,0.399601485,3.0,32.24,561108.19,2/3/14,6400000.0,Newmark Knight Frank
7191,S7192,GA DeKalb 06-0280-04-006,GA DeKalb 4920 Winters Chapel Rd,40.0,7.89,,3334900.0,6044000.0,2005.0,0.354786098,2.0,43.66,674759.84,4/11/06,6392000.0,Cushman & Wakefield
7192,S7193,GA Dougherty S7193,GA Dougherty 2337 Sharon Dr,50.0,,,,,,0.473801419,2.0,23.98,494888.27,2/19/19,6351495.0,Cushman & Wakefield
7193,S7194,GA Gwinnett R6322-145,GA Gwinnett 3395 Peachtree Industrial Blvd,34.0,,9.0,,,,0.359553994,2.0,40.22,629990.07,12/29/95,6344000.0,Capital Associates
7194,S7195,GA DeKalb 15-220-02-063,GA DeKalb 3975 Covington Hwy,57.0,,7.3,,,,0.71593804,2.0,51.46,1604933.16,12/11/18,6291338.0,
7195,S7196,GA Richmond 253033020,GA Richmond 2812 Joy Rd,50.0,,6.5,132000.0,2430209.0,2016.0,0.526965686,2.0,51.69,1186553.03,11/15/16,6265000.0,Cushman & Wakefield
7196,S7197,GA Clayton 12-0108A-00C-001,GA Clayton 6668 Mt Zion Blvd,46.0,6.5,6.5,,,,0.213991178,,42.44,395569.62,5/30/17,6250000.0,Berkadia Real Estate Advisors
7197,S7198,GA Gwinnett R6181-134,GA Gwinnett 3402 Water Vistas Pky,35.0,,8.32,2648900.0,5130000.0,2011.0,0.36738548600000004,3.0,26.32,421159.03,2/23/12,6250000.0,Marcus & Millichap
7198,S7199,GA Douglas 0439-18-2-0-00019,GA Douglas 3461 Bankhead Hwy,49.0,,,784000.0,1436320.0,2003.0,1.02e-06,1.0,6208200.0,277151.79,2/18/04,6208200.0,
7199,S7200,GA Fulton 17-0092-0000-037,GA Fulton 5320 Roswell Rd,55.0,,9.48,307520.0,1538880.0,1999.0,0.47045126600000003,2.0,43.22,885714.29,12/1/99,6200000.0,
7200,S7201,GA Henry 0051-01-002-010,GA Henry 1050 Rock Quarry Rd,28.0,,,440000.0,2275520.0,2007.0,0.270293848,3.0,47.87,563636.36,7/22/08,6200000.0,
7201,S7202,GA Houston S7202,GA Houston 2241 Moody Rd,46.0,,,,,,0.227120734,2.0,55.76,551678.07,7/28/17,6162244.0,Newmark Knight Frank
7202,S7203,GA Gwinnett S7203,GA Gwinnett 100 Woodcliff Dr,34.0,,,,,,0.22921198199999998,1.0,67.39,672866.52,6/14/16,6150000.0,Newmark Knight Frank
7203,S7204,GA Whitfield 12-197-05-001,GA Whitfield 1809 Shadow Ln,47.0,,5.86,328755.0,3337773.0,2016.0,0.369696061,3.0,37.6,605445.54,3/8/17,6115000.0,Greystone Brown Real Estate Advisors
7204,S7205,GA Hall 08-00026-00-202,GA Hall 2745 Campus Pointe Cir,16.0,9.28,,365000.0,4460300.0,,0.22946281,3.0,61.09,610586.4,6/15/17,6105864.0,Stratus Property Group
7205,S7206,GA Richmond S7206,GA Richmond 3506 Oakview Pl,34.0,,,,,,0.156815676,2.0,45.82,312981.02,10/6/16,6100000.0,
7206,S7207,GA Gwinnett R6054-085,GA Gwinnett 1501 Wiloaks Dr,38.0,,,2850700.0,6755400.0,2013.0,0.28917382199999997,2.0,30.03,378220.51,8/7/12,6035000.0,
