,SID,SCAPN,SCSitus_NumNam,Building_age,Cap_rate_pro_forma,Cap_rate_actual,Land_value,Total_value,Assessed_yr,Floor_area_ratio,Num_floors,Price_per_sqft,Land_price_per_AC,Sale_date,Sale_price,Listing_broker_company
10663,S10664,GA DeKalb 15-136-01-005,GA DeKalb 2892 Eastwyck Cir,55,,5.25,,,,0.291055334,2,46.06,583950.62,10/30/17,23650000,Berkadia Real Estate Advisors
10664,S10665,GA Fulton S10665,GA Fulton 3505 Redwine Rd,14,,,,,,0.307312246,2,39.67,531021.16,8/6/12,23503740,
10665,S10666,GA Cobb 17-0873-0-001-0,GA Cobb 1557 Terrell Mill Rd,38,,6.9,500000,7500000,2011,0.212418188,2,68.31,632060.25,12/28/12,23500000,Greystone Brown Real Estate Advisors
10666,S10667,GA Fulton 09F-2301-0084-067,GA Fulton 4300 Flat Shoals Rd,32,,7.1,6300000,7500000,2015,0.237772717,3,49.69,514625.03,8/30/16,23400000,Cushman & Wakefield
10667,S10668,GA Gwinnett R6142-041,GA Gwinnett 4200 Jimmy Carter Blvd,32,,6.01,5953500,15800000,2014,0.212823421,2,59.13,548141.18,7/16/15,23296000,Cushman & Wakefield
10668,S10669,GA DeKalb S10669,GA DeKalb 4700 Hill Pky,37,,,,,,0.37832119,2,46.41,764802.63,10/15/10,23250000,
10669,S10670,GA Gwinnett R6283-018,GA Gwinnett 3383 Holcomb Bridge Rd,38,,9.86,,,,0.252159835,1,39.6,434925.09,9/28/95,23225000,Newmark Knight Frank
10670,S10671,GA Fulton 17-0073-0000-041,GA Fulton 6925 Roswell Rd,43,,,3340500,24343300,2005,0.361399659,2,41.79,657894.74,7/10/06,23000000,
10671,S10672,GA Cobb 17-0788-001,GA Cobb 1113 Powers Ferry Pl,44,,7.56,907108,5991600,1999,0.945895561,2,55.52,2287688.44,3/30/00,22762500,
10672,S10673,GA Gwinnett R6282-080,GA Gwinnett 3341 Peachtree Corners Cir,34,,5.85,6408400,15600000,2012,0.29313306,3,45.65,582884.96,8/7/13,22750000,Cushman & Wakefield
10673,S10674,GA Fulton 12-2270-0543-034,GA Fulton 401 Huntington Dr,35,,,4680000,16800000,2008,0.285563311,2,39.11,486498.07,3/2/10,22700000,
10674,S10675,GA Fulton 13-0002-LL-063,GA Fulton 4031 Seven Oaks Ln,49,,7.3,,,,0.334860499,2,39.19,571717.68,12/14/16,22600000,Cushman & Wakefield
10675,S10676,GA Gwinnett 6-305-009,GA Gwinnett 3655 Westchase Village Ln,36,,,7134400,26792800,2007,0.293327629,3,27.49,351211.29,12/4/07,22500000,
10676,S10677,GA Gwinnett 6-275-006,GA Gwinnett 6520 Hillandale Dr,46,,,764400,19110000,2005,0.285493192,2,40.27,500778.99,5/1/06,22500000,Newmark Knight Frank
10677,S10678,GA Clayton 13-214C-00A-001,GA Clayton 8104 Webb Rd,31,,,2091500,22586000,2003,0.21785916,3,43.27,410658.88,9/30/03,22500000,
10678,S10679,GA Fulton 12-2190-0525-061,GA Fulton 1000 Holcomb Bridge Rd,41,,6.25,13150000,24456440,2011,0.235644101,3,43.36,445062.59,9/27/12,22400000,Transwestern
10679,S10680,GA Gwinnett R6275-006,GA Gwinnett 6520 Hillandale Dr,46,,6.25,6678100,12500000,2013,0.285493192,2,39.96,496884.04,3/20/15,22325000,Cushman & Wakefield
10680,S10681,GA Cobb 17-1016-003,GA Cobb 4545 River Pky,46,,11.13,,,,0.480603893,2,45.13,944732.58,7/17/96,22186100,LEDIC Management Group
10681,S10682,GA Cobb S10682,GA Cobb 1661 Powder Springs Rd,,,,,,,2.73E-07,1,21770300,258490.78,7/26/16,21770300,"Eastdil Secured, LLC"
10682,S10683,GA Clarke 121D2-A-003,GA Clarke 2360 Broad St,51,,5.25,,,,0.190182895,2,70.82,586658.52,2/6/17,21612500,Cushman & Wakefield
10683,S10684,GA Cobb 171058-003,GA Cobb 2383 Akers Mill Rd,51,,8.64,,,,0.271846588,3,56.09,664206.3,12/28/95,21507000,"Novy Investments, Inc."
10684,S10685,GA DeKalb 18-043-02-135,GA DeKalb 4949 Memorial Dr,47,,,,,,0.276491979,3,56.08,675463.4,11/27/18,21500000,
10685,S10686,GA Gwinnett 6-275-006,GA Gwinnett 6520 Hillandale Dr,46,,10.05,860880,4920000,1998,0.285493192,2,38.3,476296.46,12/29/98,21400000,"Eastdil Secured, LLC"
10686,S10687,GA Cobb 17-0129-0-005-0,GA Cobb 2665 Favor Rd,49,,6.5,4261910,11179900,2016,0.325513722,2,46.39,657846.04,8/18/17,21330000,Cushman & Wakefield
10687,S10688,GA Cobb S10688,GA Cobb 875 Franklin Rd,33,,,,,,0.363949854,3,56.11,889522.93,10/16/14,21200000,JLL
10688,S10689,GA Cobb 17-0883-002,GA Cobb 3000 Cumberland Club Dr,45,,9.12,,,,0.348552617,2,46.65,708291.37,12/20/96,21100000,Newmark Knight Frank
10689,S10690,GA DeKalb 18-0205-01-092,GA DeKalb 2515 Northeast Expy,52,,,9182400,16872300,2006,0.304863758,2,53.24,707070.71,10/12/06,21000000,Greystone Brown Real Estate Advisors
10690,S10691,GA Cobb 17-0070-018-0,GA Cobb 1250 Powder Springs Rd,31,,,,,,0.212360748,3,46.17,427064.39,9/7/10,20780953,
10691,S10692,GA Gwinnett S10692,GA Gwinnett 6280 Norcross Tucker Rd,34,,,,,,0.272007083,2,52.74,624931.08,3/26/15,20773334,
10692,S10693,GA Gwinnett 6-173-474,GA Gwinnett 1100 Indian Trail Lilburn Rd,33,,8.34,3827975,19375495,2003,0.287386499,3,48.15,602759.62,4/6/04,20750000,CBRE
10693,S10694,GA Cobb 17-0799-003,GA Cobb 2560 Delk Rd,47,,9,4662340,20191472,2002,0.357133373,3,35.88,558202.73,4/18/03,20653501,
10694,S10695,GA Muscogee 111-001-012,GA Muscogee 5850 Thea Ln,35,,6.61,,,,0.303948294,2,87.78,1162231.03,11/30/16,20525000,Cushman & Wakefield
10695,S10696,GA Cobb 17-0872-007,GA Cobb 1557 Terrell Mill Rd,38,,6.87,5357400,20026775,2002,0.212418188,2,59.3,548682.09,2/25/03,20400000,Cushman & Wakefield
10696,S10697,GA Gwinnett R6191-071,GA Gwinnett 1355 Graves Rd,47,,6.85,5271200,8878000,2013,0.283900038,3,55.31,684050.12,1/13/15,20200000,CBRE
10697,S10698,GA Gwinnett S10698,GA Gwinnett 4200 Jimmy Carter Blvd,32,,,,,,0.212823421,2,50.68,469835.29,5/7/08,19968000,Cushman & Wakefield
10698,S10699,GA Cobb 17-0807-001,GA Cobb 2350 Cobb Pky,43,,,4715700,12892682,2004,0.294724636,3,46.38,595416.64,7/11/05,19850000,Newmark Knight Frank
10699,S10700,GA Fulton 13-0060-LL-053-0,GA Fulton 2135 Godby Rd,47,,3.7,973100,3000000,2017,0.422436942,2,41.4,761831.47,12/14/18,19800000,
10700,S10701,GA Cobb 17-0129-003,GA Cobb 2665 Favor Rd,49,,9.64,3515290,12844000,2004,0.325513722,2,42.85,607574.64,5/24/05,19700000,Cushman & Wakefield
10701,S10702,GA Fulton 0017-0032-0000-027,GA Fulton 7275 Roswell Rd,50,,,3628200,17935200,2004,0.321700293,2,50.25,704098.54,9/29/05,19550000,Cushman & Wakefield
10702,S10703,GA Fulton 12-2270-0543-034,GA Fulton 401 Huntington Dr,35,,,,,,0.285563311,2,33.08,411487.36,10/20/97,19200000,
10703,S10704,GA DeKalb S10704,GA DeKalb 26 Bouldercrest Ln,46,,,,,,0.241040537,3,51.17,537247.78,5/17/19,19200000,Marcus & Millichap
10704,S10705,GA Cobb 16-1135-0-009-0,GA Cobb 1805 Roswell Rd,44,7.97,,8738140,17150000,2010,0.353706567,3,37.28,574324.32,11/16/11,19125000,Cushman & Wakefield
10705,S10706,GA Gwinnett 6-215-193,GA Gwinnett 100 Chase Common Dr,32,,9,1442920,6807120,1998,0.246338217,2,50.51,542028.99,7/21/99,18700000,Pinnacle Realty Mgmt Co. - Hq
10706,S10707,GA Gwinnett 6-275-006,GA Gwinnett 6520 Hillandale Dr,46,,8.88,746640,17493000,2003,0.285493192,2,33.11,411751.61,6/18/04,18500000,HK Group
10707,S10708,GA Cobb 17-0800-001,GA Cobb 2560 Delk Rd,47,,10.78,1727250,7840000,1997,0.357133373,3,32.14,500000,4/10/98,18500000,Pinnacle Realty Mgmt Co. - Hq
10708,S10709,GA Cobb 17-0717-004,GA Cobb 875 Franklin Rd,33,,7.09,2057770,14520209,2004,0.363949854,3,48.96,776234.63,1/27/05,18500000,
10709,S10710,GA Clayton 13-0105A-00A-001,GA Clayton 5724 Riverdale Rd,45,,,2010000,5976500,2017,0.39793932,2,44.28,767533.7,3/6/18,18230000,Cushman & Wakefield
10710,S10711,GA DeKalb 18-205-01-092,GA DeKalb 2515 Northeast Expy,52,7,,8238455,10976000,2013,0.304863758,2,45.72,607138.05,8/22/14,18032000,Cushman & Wakefield
10711,S10712,GA Gwinnett 6-205-016,GA Gwinnett 3100 Sweetwater Rd,29,,,6075970,26064400,2008,0.286174396,2,41.21,513698.63,4/6/10,18000000,
10712,S10713,GA DeKalb 16-0087-01-005,GA DeKalb 5959 Fairington Rd,48,,,566600,6521000,2008,0.319168764,2,31.77,441631.64,12/19/08,17864000,
10713,S10714,GA DeKalb 18-142-01-013,GA DeKalb 1281 Brockett Rd,48,,6.8,3950000,7900000,2015,0.350930922,2,31.22,477211.8,2/18/16,17800000,Cushman & Wakefield
10714,S10715,GA Fulton 06-0367-0000-041,GA Fulton 501 River Mill Cor,39,,,3017000,22442300,2004,0.368884857,2,34.94,561467.6,8/20/04,17675000,
10715,S10716,GA DeKalb 16-055-02-002,GA DeKalb 421 Meadowood Dr,49,,,2168000,18800000,2009,0.501272797,2,25.22,550632.91,3/2/10,17400000,
10716,S10717,GA Cobb 17-0716-0-014-0,GA Cobb 1019 Franklin Rd,41,,,3550140,8500000,2014,0.360343104,2,39.8,624774.94,8/12/15,17350000,Star Residential
10717,S10718,GA Gwinnett R6204-019,GA Gwinnett 3450 Breckinridge Blvd,34,,6.7,9461500,15800000,2011,0.259860789,2,49.43,559508.41,7/12/12,17300000,Cushman & Wakefield
10718,S10719,GA Fulton 21-5470-0973-652,GA Fulton 13125 Morris Rd,18,,,,,,0.352936904,3,23.84,366463.19,10/22/99,16795008,
10719,S10720,GA Fulton 14-0008-LL-023,GA Fulton 900 New Town Cir,45,,,5221800,8987400,,0.407779236,2,42.24,750335.57,2/19/14,16770000,Marcus & Millichap
10720,S10721,GA Gwinnett R6215-193,GA Gwinnett 100 Chase Common Dr,32,,6.5,5458500,13880000,2012,0.246338217,2,44.77,480434.78,11/8/13,16575000,
10721,S10722,GA DeKalb 18-312-02-001,GA DeKalb 2917 Dekalb Dr,47,,7.25,7061900,9453000,2012,0.290692661,3,42.2,534326.42,11/8/13,16500000,Newmark Knight Frank
10722,S10723,GA Fulton 09F-2301-0084-069-1,GA Fulton 4300 Flat Shoals Rd,32,,7,3960400,23879400,2007,0.237772717,3,35.04,362876.62,7/9/08,16500000,Newmark Knight Frank
10723,S10724,GA Gwinnett R6205-012,GA Gwinnett 3450 Breckinridge Blvd,34,,9.89,,,,0.259860789,2,46.88,530692.11,10/31/95,16409000,
10724,S10725,GA Gwinnett 6-191-071,GA Gwinnett 1355 Graves Rd,47,,,4480520,15722025,2007,0.283900038,3,44.36,548594.65,6/12/08,16200000,
10725,S10726,GA Cobb 17-0807-001,GA Cobb 2350 Cobb Pky,43,,12.39,3482362,14000000,1999,0.294724636,3,37.62,482932.39,10/17/00,16100000,
10726,S10727,GA DeKalb 18-0312-02-001,GA DeKalb 2917 Dekalb Dr,47,,,6439600,14090500,2006,0.290692661,3,40.73,515798.25,6/23/06,15927850,Newmark Knight Frank
10727,S10728,GA DeKalb 16-055-02-002,GA DeKalb 421 Meadowood Dr,49,,6.84,1434620,8507420,2013,0.501272797,2,22.83,498417.72,1/30/15,15750000,Cushman & Wakefield
10728,S10729,GA DeKalb 16-006-01-005,GA DeKalb 1000 Hidden Chase,34,,5.1,3172000,6530526,2014,0.437146059,3,22.23,423242.86,8/18/15,15500000,Cushman & Wakefield
10729,S10730,GA Clayton 13-142C-00B-001,GA Clayton 330 Arrowhead Blvd,49,,10.69,420000,3993600,1999,0.360680289,2,27.94,438923.63,12/29/99,15300000,
10730,S10731,GA Fulton 13-0060-0000-054,GA Fulton 2135 Godby Rd,47,,8.5,428200,3602800,1999,0.422436942,2,31.99,588687.96,3/30/00,15300000,Wiley Real Estate
10731,S10732,GA Gwinnett S10732,GA Gwinnett 100 Chase Common Dr,32,,,,,,0.246338217,2,40.86,438435.94,8/27/12,15126040,"CBRE, Inc"
10732,S10733,GA Fulton 13-0002-0000-063,GA Fulton 4031 Seven Oaks Ln,49,5.1,,10333100,19200200,2007,0.334860499,2,26.01,379458.64,5/18/07,15000000,
10733,S10734,GA Gwinnett 6-191-071,GA Gwinnett 1355 Graves Rd,47,,9,3862600,11875800,1999,0.283900038,3,39.98,494412.46,11/14/00,14600000,Gregg & Associates
10734,S10735,GA Cobb 17-0799-0-003-0,GA Cobb 2560 Delk Rd,47,7.5,,3534000,17670000,2011,0.357133373,3,24.63,383108.11,12/27/12,14175000,
10735,S10736,GA DeKalb 18-205-01-092,GA DeKalb 2515 Northeast Expy,52,,,8238455,10976000,2013,0.304863758,2,35.67,473737.37,1/30/14,14070000,Marcus & Millichap
10736,S10737,GA Fulton 13-0060-LL-053,GA Fulton 2135 Godby Rd,47,,,,,,0.422436942,2,29.33,539630.63,7/14/17,14025000,Greystone Brown Real Estate Advisors
10737,S10738,GA Cobb 17-0873-0-001-0,GA Cobb 1557 Terrell Mill Rd,38,,,7575750,22278900,,0.212418188,2,39.57,366164.6,4/9/09,13614000,
10738,S10739,GA Cobb S10739,GA Cobb 2665 Favor Rd,49,,,,,,0.325513722,2,29.21,414199.36,12/2/16,13430000,
10739,S10740,GA Cobb 17-0651-001,GA Cobb 861 Franklin Rd,46,,10.52,2247500,9650000,1998,0.271370458,2,44.89,530646.32,7/31/00,13350000,CB Richard Ellis
10740,S10741,GA Clayton 13-142C-00B-001,GA Clayton 330 Arrowhead Blvd,49,,8.02,1750000,15209000,2003,0.360680289,2,24.1,378679.21,2/20/04,13200000,
10741,S10742,GA Clayton S10742,GA Clayton 5758 Highway 85,48,,,,,,0.289667087,2,31.8,401282.23,7/19/17,13053711,
10742,S10743,GA Fulton 13-0002-LL-063,GA Fulton 4031 Seven Oaks Ln,49,,11.19,,,,0.334860499,2,22.63,330039.34,1/24/97,13046455,Gables Residential
10743,S10744,GA Fulton 13-0060-0000-053,GA Fulton 2135 Godby Rd,47,,,1131900,12031300,2006,0.422436942,2,27.18,500192.38,5/22/08,13000000,Transwestern
10744,S10745,GA Cobb 17-0807-0-001-0,GA Cobb 2350 Cobb Pky,43,,,2901968,7047360,2011,0.294724636,3,30.37,389945.41,1/2/13,13000000,
10745,S10746,GA Cobb 17-0807-0-001-0,GA Cobb 2350 Cobb Pky,43,,,2901968,7047360,2011,0.294724636,3,30.37,389945.41,1/2/13,13000000,
10746,S10747,GA Cobb 17-0799-0-003,GA Cobb 2560 Delk Rd,47,,,6084790,16393000,2005,0.357133373,3,22.59,351351.35,12/21/06,13000000,
10747,S10748,GA Gwinnett 6-191-071,GA Gwinnett 1355 Graves Rd,47,,,3283210,12167835,2004,0.283900038,3,35.46,438537.08,7/11/05,12950000,Newmark Knight Frank
10748,S10749,GA Gwinnett 6-214-044,GA Gwinnett 5651 Brook Hollow Pky,46,,,3028550,14764755,2004,0.351908098,2,30.9,473693.1,4/5/05,12903400,
10749,S10750,GA Cobb S10750,GA Cobb 1661 Powder Springs Rd,,,,,,,2.73E-07,1,12851686,152595.15,4/5/13,12851686,
10750,S10751,GA DeKalb 18-205-01-092,GA DeKalb 2515 Northeast Expy,52,,,8911500,16872300,2010,0.304863758,2,32.33,429292.93,6/7/11,12750000,
10751,S10752,GA Fulton 17-0260-LL-076,GA Fulton 1021 Harwell Rd,48,,6.35,,,,0.296256458,2,27.73,357813.83,5/24/17,12570000,Berkadia Real Estate Advisors
10752,S10753,GA DeKalb 16-0087-01-005,GA DeKalb 5959 Fairington Rd,48,,10.33,319600,3105300,1997,0.319168764,2,22.05,306551.3,5/21/98,12400000,"Apartment Group, Inc."
10753,S10754,GA Gwinnett 6-191-071,GA Gwinnett 1355 Graves Rd,47,,,2108480,5180000,2009,0.283900038,3,33.04,408601.66,10/5/10,12066007,
10754,S10755,GA Clayton 12-074B-00A-005,GA Clayton 3196 Mount Zion Rd,23,,,0,5210670,2007,0.225283698,2,456.61,4480898.76,8/26/08,11823350,
10755,S10756,GA Fulton 13-0060-0000-053,GA Fulton 2135 Godby Rd,47,,,709400,11414800,2004,0.422436942,2,24.67,454020.78,5/6/05,11800000,The Wiley Real Estate Group
10756,S10757,GA Clayton 13-216D-00B-007,GA Clayton 8000 Highway 85,,,,1629500,9551000,2004,1.000000253,1,2.93,127584.95,2/18/04,11582800,
10757,S10758,GA Gwinnett 6-275-006,GA Gwinnett 6520 Hillandale Dr,46,,7.83,9777500,14700000,2011,0.285493192,2,20.58,255953.71,4/11/12,11500000,Cushman & Wakefield
10758,S10759,"GA Gwinnett 6-191-071,079",GA Gwinnett 1355 Graves Rd,47,,10.24,,,,0.283900038,3,30.23,373857.09,6/7/96,11040000,Newmark Knight Frank
10759,S10760,GA Henry 074--01-024-000,GA Henry 200 Willow Ln,33,,7.5,3970800,5272200,2016,0.001069975,1,2382.5,111043.81,5/25/17,11000000,Colliers International South Florida
10760,S10761,GA Clayton S10761,GA Clayton 8000 Highway 85,,,,,,,1.000000253,1,2.73,119065.81,4/5/13,10809390,
10761,S10762,GA Fulton 12-2180-0505-049,GA Fulton 555 Eagles Crest Village Ln,34,,,2991700,9315800,2004,0.294000067,3,49.07,628421.67,1/28/05,10790000,Newmark Knight Frank
10762,S10763,GA Cobb 17-0651-0014,GA Cobb 861 Franklin Rd,46,,10.9,,,,0.271370458,2,35.14,415374.83,10/16/96,10450000,Newmark Knight Frank
10763,S10764,GA Fulton 12-2930-0821-036-7,GA Fulton 9230 Nesbit Ferry Rd,33,,9.96,,,,0.173047173,2,50.73,382428.47,7/14/95,10425000,CB Richard Ellis
10764,S10765,GA Fulton S10765,GA Fulton 1021 Harwell Rd,48,,,,,,0.296256458,2,22.83,294619.98,12/2/16,10350000,
10765,S10766,"GA Fulton 13-0060-LL-053,054",GA Fulton 2135 Godby Rd,47,,,,,,0.422436942,2,21.17,389572.91,10/8/96,10125000,Newmark Knight Frank
10766,S10767,GA Cobb 17-0581-0-001-0,GA Cobb 991 Wylie Rd,31,,,,,,0.253414604,3,21.64,238834.49,7/6/10,10000000,
10767,S10768,GA Muscogee 062-036-004,GA Muscogee 2001 Torch Hill Rd,67,,,1597750,8176806,2018,1.182346891,1,26.34,1356424.52,12/28/18,9900000,
10768,S10769,GA DeKalb 18-0124-01-101,GA DeKalb 1 Chatfield Dr,47,,,3190815,15740045,2005,0.201581169,2,21.83,191661.73,1/6/06,9700000,
10769,S10770,GA Clayton 13-0142C-00B-001,GA Clayton 330 Arrowhead Blvd,49,,,,,,0.360680289,2,16.47,258764.13,2/23/16,9020000,
10770,S10771,GA Clarke 121D2-A-003,GA Clarke 2360 Broad St,51,,12.31,1422000,1510058,2011,0.190182895,2,29.49,244299.67,12/19/12,9000000,Cushman & Wakefield
10771,S10772,GA Cobb 17-0651-001,GA Cobb 861 Franklin Rd,46,,,2115270,14861000,2005,0.271370458,2,30.26,357739.09,12/15/05,9000000,Cushman & Wakefield
10772,S10773,GA Gwinnett S10773,GA Gwinnett 1355 Graves Rd,47,,,,,,0.283900038,3,24.32,300711.14,8/30/11,8880000,CBRE
10773,S10774,GA Fulton 12-2180-0505-049,GA Fulton 555 Eagles Crest Village Ln,34,,10.36,,,,0.294000067,3,39.96,511764.71,10/23/97,8787000,
10774,S10775,GA Clayton S10775,GA Clayton 8000 Highway 85,,,,,,,1.000000253,1,2.16,94086.45,8/16/18,8541638,
10775,S10776,GA DeKalb 16-0055-02-002,GA DeKalb 421 Meadowood Dr,49,,,2032000,14800000,,0.501272797,2,12.33,269224.68,12/14/12,8507500,
10776,S10777,GA Clayton 13-214C-00A-001,GA Clayton 8104 Webb Rd,31,,,,7798240,2009,0.21785916,3,16.35,155137.8,9/23/10,8500000,
10777,S10778,GA Richmond 192166040,GA Richmond 2425 Washington Rd,48,,,342450,6206316,2011,0.486044029,2,20.17,426954.73,2/29/12,8300000,
10778,S10779,GA Clayton S10779,GA Clayton 8000 Highway 85,,,,,,,1.000000253,1,2.03,88243.6,10/22/14,8011195,
10779,S10780,GA Fulton 13-0034-LL-114,GA Fulton 4555 Washington Rd,48,,,,,,0.383605863,3,17,283990.06,3/23/17,8000000,Engel Boelkers
10780,S10781,GA Cobb 17-0651-0-005-0,GA Cobb 861 Franklin Rd,46,8.94,8.54,2115270,3000000,2012,0.271370458,2,26.56,314015.42,12/17/13,7900000,Marcus & Millichap
10781,S10782,GA Muscogee 062-036-004,GA Muscogee 2001 Torch Hill Rd,67,,5.4,595500,1050600,2014,1.182346891,1,20.86,1074178.61,12/15/15,7840000,Cushman & Wakefield
10782,S10783,GA Clayton 13-0107b-00a-002,GA Clayton 5758 Highway 85,48,11.13,,1890000,3000000,,0.289667087,2,18.76,236704.58,11/20/14,7700000,Greystone Brown Real Estate Advisors
10783,S10784,GA DeKalb 15-136-01-005,GA DeKalb 2892 Eastwyck Cir,55,,,1551700,6151700,2013,0.291055334,2,14.61,185185.19,1/6/15,7500000,
10784,S10785,GA DeKalb 18-312-02-001,GA DeKalb 2917 Dekalb Dr,47,,8,2824760,4674800,2011,0.290692661,3,19.12,242066.06,8/27/12,7475000,"Love Properties, Inc."
10785,S10786,GA Gwinnett 6-214-044,GA Gwinnett 5651 Brook Hollow Pky,46,,,,,,0.351908098,2,17.84,273494.86,3/21/97,7450000,Marcus & Millichap
10786,S10787,GA Fulton 13-0034-0000-104,GA Fulton 4555 Washington Rd,48,,,1590500,15064700,2004,0.383605863,3,15.61,260915.87,10/21/04,7350000,Cushman & Wakefield
10787,S10788,GA DeKalb 15-077-01-003,GA DeKalb 26 Bouldercrest Ln,46,,,1873000,6720200,,0.241040537,3,19.26,202223.42,6/24/16,7227000,KW Commercial
10788,S10789,GA Clayton 13-142C-00B-001,GA Clayton 330 Arrowhead Blvd,49,,,0,5752000,2008,0.360680289,2,12.78,200814.73,9/1/09,7000000,
10789,S10790,GA DeKalb 16-006-01-005,GA DeKalb 1000 Hidden Chase,34,,12.68,2821600,16593200,2010,0.437146059,3,9.46,180219.54,8/1/11,6600000,Cushman & Wakefield
10790,S10791,GA Clayton 13-105A-00A-001,GA Clayton 5724 Riverdale Rd,45,,,1079000,5094500,2009,0.39793932,2,15.79,273668.08,3/2/10,6500000,
10791,S10792,GA Henry 074--01-024-000,GA Henry 200 Willow Ln,33,,9.03,4953000,6808800,2012,0.001069975,1,1321.2,61578.84,10/14/13,6100000,MHRE Inc
10792,S10793,GA Cobb 17-0873-0-001-0,GA Cobb 1557 Terrell Mill Rd,38,,,,,,0.212418188,2,17.44,161377.08,12/17/09,6000000,Cushman & Wakefield
10793,S10794,GA DeKalb 15-077-01-003,GA DeKalb 26 Bouldercrest Ln,46,,,5831600,10402700,2012,0.241040537,3,15.72,165063.78,9/23/13,5899000,
10794,S10795,GA Rockdale 010-0-10-004A,GA Rockdale 50 St James Dr,19,,,1128700,17353490,2007,0.378637914,3,11.33,186891.73,7/11/08,5515175,
10795,S10796,GA Muscogee 064-008-001,GA Muscogee 901 Joy Rd,52,,,1748750,2553445,2016,0.877031061,1,2.38,91089.76,9/27/18,5500000,
10796,S10797,GA Clayton 13-105A-00A-001,GA Clayton 5724 Riverdale Rd,45,,,2425000,9557500,2010,0.39793932,2,12.59,218260.82,5/16/11,5184000,
10797,S10798,GA Fulton 14-0008-0000-023,GA Fulton 900 New Town Cir,45,,,1693700,10088000,2004,0.407779236,2,12.85,228187.92,1/28/05,5100000,"Marcus & Millichap, Inc."
10798,S10799,GA Fulton 13-0002-LL-063,GA Fulton 4031 Seven Oaks Ln,49,,,4740000,5990000,2013,0.334860499,2,8.67,126486.21,11/2/10,5000000,
10799,S10800,GA Cobb 17-0651-0-005-0,GA Cobb 861 Franklin Rd,46,,,846108,3600000,2009,0.271370458,2,16.81,198743.94,10/5/10,5000000,
10800,S10801,GA Clayton 13-0105A-00A-001,GA Clayton 5724 Riverdale Rd,45,,,2346000,3300000,2014,0.39793932,2,11.42,197883.07,9/11/15,4700000,
10801,S10802,GA Fulton 17-0032-0000-027,GA Fulton 7275 Roswell Rd,50,,,1451280,8014480,2007,0.321700293,2,11.82,165670.24,8/8/07,4600000,
10802,S10803,GA Clayton 12-074B-00A-005,GA Clayton 3196 Mount Zion Rd,23,,,0,5210670,2007,0.225283698,2,9.69,95115.94,7/25/08,4297500,
10803,S10804,GA Rockdale 010-0-10-0004,GA Rockdale 50 St James Dr,19,,,,,2007,0.378637914,3,66.1,1090265.4,9/26/08,4250150,
10804,S10805,GA Cobb 17-0807-0-001-0,GA Cobb 2350 Cobb Pky,43,,,4396510,9618750,2014,0.294724636,3,8.64,110984.46,3/18/15,3700000,
10805,S10806,GA Rockdale 010-0-10-004A,GA Rockdale 50 St James Dr,19,,,1128700,17353490,2007,0.378637914,3,6.68,110210.95,7/31/08,3252325,
10806,S10807,GA Clayton 13-105A-00A-001,GA Clayton 5724 Riverdale Rd,45,,,,,,0.39793932,2,7.46,129339.74,5/5/11,3072000,
10807,S10808,GA Fulton 13-0060-LL-053,GA Fulton 2135 Godby Rd,47,,,2916000,5045200,2010,0.422436942,2,6.27,115429.01,11/8/11,3000000,
10808,S10809,GA Cobb 17-0651-0-005-0,GA Cobb 861 Franklin Rd,46,,,846108,2970000,2011,0.271370458,2,10.09,119246.36,4/2/12,3000000,
10809,S10810,GA DeKalb 15-077-01-016,GA DeKalb 26 Bouldercrest Ln,46,,,1478000,2549800,,0.241040537,3,6.96,73032.12,8/7/12,2610000,Greystone Brown Real Estate Advisors
10810,S10811,GA Cobb 20-0007-021,GA Cobb 4368 Davis Dr,,,,1010590,1339690,2005,0.009831041,1,1225.49,524802.15,10/4/05,2500000,Don Hammett Realty
10811,S10812,GA Clayton 12-074B-00A-001,GA Clayton 3196 Mount Zion Rd,23,,,,,,0.225283698,2,5.16,50615.63,10/15/08,2286900,
10812,S10813,GA Muscogee 064-008-001,GA Muscogee 901 Joy Rd,52,,,0,3292728,2008,0.877031061,1,0.92,35193.77,12/9/09,2125000,Marcus & Millichap
10813,S10814,GA DeKalb 18-048-03-014,GA DeKalb 455 Dekalb Industrial Way,21,,,,,,0.56297153,3,5.37,131696.49,1/1/18,2028521,
10814,S10815,GA Fulton 13-0060-LL-053,GA Fulton 2135 Godby Rd,47,,,2916000,5045200,2009,0.422436942,2,4.18,76952.67,4/5/11,2000000,
10815,S10816,GA Cobb 20-0007-0-021-0,GA Cobb 4368 Davis Dr,,,,373224,373224,,0.009831041,1,924.31,395826.77,9/1/11,1885600,
10816,S10817,"GA DeKalb 18-043-02-093,135",GA DeKalb 4949 Memorial Dr,47,,,,,,0.276491979,3,4.83,58121.27,10/27/95,1850000,"Westminster Group, Inc."
10817,S10818,GA Fulton 13-0034-LL-114,GA Fulton 4555 Washington Rd,48,,,1914000,4400000,,0.383605863,3,3.4,56798.01,6/30/11,1600000,Cushman & Wakefield
10818,S10819,GA DeKalb 18-103-02-006,GA DeKalb 2005 Williamsburg Dr,47,,,1310892,1986200,,0.413349277,2,2.57,46350.05,2/26/16,1519818,
10819,S10820,GA Clayton 13-142C-00B-001,GA Clayton 330 Arrowhead Blvd,49,,,,,,0.360680289,2,2.74,43031.73,1/7/11,1500000,Cushman & Wakefield
