,SCAPN,SCSitus_NumNam,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39
2886,TX Galveston 0019-0065-0000-000,TX Galveston1101 Fm-517 Rd,P13455,4,Dickinson,TX,77539,Galveston,,N,13.433,176,,1.7,979.0,0.4,0.42,,"Controlled Access, Clubhouse, Courtyard, Elevator",2013.0,,,,6.74,,Wood Frame,,,,,,56.0,1.64,775.0,0.4,1.8,120.0,1.05,1075.0,0.4,1.7,,,,,,,,,,,37.5,38.6,256.0,39.9,273.0
2887,TX Harris 1107250000004,TX Harris9100 Fondren Rd,P13456,3,Houston,TX,77074,Harris,,N,7.7303,174,,,1076.0,0.0,1.2930000000000001,,"Laundry Facilities, Property Manager on Site, Maintenance on site, Sundeck",1978.0,,10/15/13,,18.34,,Masonry,,,,,,94.0,,911.0,,,80.0,,1270.0,,,,,,,,,,,,,34.4,34.7,6082.0,35.9,5829.0
2888,TX Dallas 0080750B000040000,TX Dallas9940 Forest Ln,P13457,3,Dallas,TX,752434992,Dallas,,N,4.93,164,,3.05,749.0,1.4,1.341,,"Laundry Facilities, Playground, Pool, Gated",1983.0,,05/02/14,,12.52,,Wood Frame,37.0,1.29,544.0,0.5,2.7,78.0,1.18,693.0,2.6,2.6,49.0,1.08,995.0,0.5,4.1,,,,,,,,,,,29.3,31.2,8980.0,33.0,8216.0
2889,TX Tarrant 00950750,TX Tarrant2408 Forest Oaks Ln,P13458,2,Arlington,TX,76006    ,Tarrant,,N,7.454,164,,3.05,736.0,0.5,1.317,,"Clubhouse, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Grill, Package Service, Storage Space, Maintenance on site",1980.0,,08/30/16,,10.88,,Wood Frame,,,,,,116.0,1.26,653.0,0.5,3.5,48.0,1.13,936.0,0.5,2.1,,,,,,,,,,,32.7,33.8,4982.0,35.4,4419.0
2890,TX Tarrant 05308267,TX Tarrant2506 Forty Cir,P13459,2,Arlington,TX,760065200,Tarrant,,N,6.51,176,,8.52,842.0,0.9,1.42,,"Laundry Facilities, Playground, Gated",1980.0,,,,10.83,,Wood Frame,,,,,,80.0,1.18,666.0,0.9,8.8,96.0,1.05,989.0,0.9,8.3,,,,,,,,,,,32.4,33.5,5214.0,35.1,4579.0
2891,TX Collin R1501976,TX Collin4055 Frankford Rd,P13460,3,Dallas,TX,75287,Collin,,N,7.122000000000001,164,,4.88,814.0,0.0,0.0,,"Business Center, Fitness Center, Laundry Facilities, Tennis Court",1982.0,,10/29/10,"8,075,000",14.78,,Wood Frame,,,,,,60.0,1.37,600.0,0.0,5.0,104.0,1.21,937.0,0.0,4.8,,,,,,,,,,,33.4,35.5,16670.0,37.1,14544.0
2892,TX Denton R254068,TX Denton1737 Frankford Rd,P13461,3,Carrollton,TX,750075600,Denton,,N,9.2,174,,2.87,1049.0,0.5,1.2930000000000001,,"Courtyard, Laundry Facilities, Property Manager on Site, Package Service",1983.0,,,,14.98,,Masonry,,,,,,20.0,1.38,771.0,0.6,5.0,74.0,1.42,1000.0,0.6,4.1,80.0,1.36,1164.0,0.3,1.3,,,,,,34.6,37.1,5152.0,38.4,5708.0
2893,TX Montgomery 5898-00-00103,TX Montgomery1651 Frazier St,P13462,4,Conroe,TX,77301,Montgomery,,N,,168,,,,0.0,,,,2021.0,,,,32.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,2811.0,36.0,2815.0
2894,TX Montgomery 9080-00-00400,TX Montgomery2205 Frazier St,P13463,3,Conroe,TX,77303,Montgomery,,N,8.487,168,,4.17,850.0,0.6,2.083,,"Business Center, Playground, Package Service, Maintenance on site",1982.0,1999.0,09/01/15,,33.46,,Masonry,,,,,,,,,,,168.0,1.06,850.0,0.6,4.2,,,,,,,,,,,36.6,35.6,2132.0,36.5,2116.0
2895,TX Montgomery 2590-00-03200,TX Montgomery2213 Frazier St,P13464,4,Conroe,TX,773031787,Montgomery,,N,9.81,176,,5.11,934.0,0.6,1.278,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Spa, Gated, Grill, Laundry Service, Storage Space, Lounge, Maintenance on site, Sundeck",2008.0,,10/23/16,,33.73,,Masonry,,,,,,56.0,1.14,706.0,0.6,5.4,97.0,0.94,1004.0,0.6,5.2,23.0,0.92,1194.0,0.6,4.4,,,,,,36.6,35.6,1928.0,36.5,1900.0
2896,TX Harris 0260510000164,TX Harris2013 Fry Rd,P13465,3,Katy,TX,774493300,Harris,,N,8.411,168,,4.17,1158.0,0.6,2.0,,"24 Hour Access, Fenced Lot, Fitness Center, Laundry Facilities, Gated, Trash Pickup - Curbside, Walking/Biking Trails",1983.0,,04/15/04,"9,200,000",35.91,,Wood Frame,,,,,,44.0,1.08,844.0,0.6,4.6,106.0,0.93,1226.0,0.6,3.8,18.0,0.87,1524.0,0.6,5.6,,,,,,30.6,32.4,5814.0,34.1,6019.0
2897,TX Tarrant 02446804,TX Tarrant2604 Furrs St,P13466,3,Arlington,TX,760063820,Tarrant,,N,7.247999999999999,168,,2.98,765.0,0.5,1.4880000000000002,,"Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Spa, Tennis Court, Package Service, Maintenance on site, Sundeck",1980.0,,06/04/19,,12.59,,Masonry,23.0,1.16,526.0,0.5,4.4,78.0,1.18,698.0,0.5,2.6,67.0,1.14,924.0,0.5,3.0,,,,,,,,,,,33.6,33.8,6538.0,35.2,5821.0
2898,TX Bexar 12858-000-0340,TX Bexar4615 Gardendale Dr,P13467,3,San Antonio,TX,78240    ,Bexar,,N,7.281000000000001,176,,6.82,824.0,0.7,1.42,,"Business Center, Controlled Access, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Breakfast/Coffee Concierge, Furnished Units Available, Grill, Guest Apartment, Package Service, Storage Space, Maintenance on site, Sundeck",1974.0,1994.0,,,8.07,,,,,,,,88.0,1.04,641.0,0.7,6.8,72.0,0.85,952.0,0.7,6.9,16.0,0.73,1258.0,0.7,6.3,,,,,,31.6,31.7,9517.0,33.1,8191.0
2899,TX Bexar 08409-000-0680,TX Bexar1400 Gardina St,P13468,3,San Antonio,TX,782013300,Bexar,,N,5.059,176,,0.57,552.0,0.3,1.818,,"Laundry Facilities, Laundry Service",1984.0,,05/09/14,,6.49,,Wood Frame,128.0,1.17,470.0,0.3,0.0,,,,,,48.0,1.01,770.0,0.4,2.1,,,,,,,,,,,37.5,37.3,5138.0,38.1,5481.0
2900,TX Midland R000027-296,TX Midland4405 Garfield St,P13469,3,Midland,TX,79705,Midland,,N,8.0,172,,5.81,751.0,0.7,1.57,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Grill, Laundry Service, Recycling",1976.0,,03/13/14,"13,988,969",12.03,,Wood Frame,,,,,,96.0,1.84,609.0,0.6,5.2,56.0,1.72,884.0,0.6,5.4,20.0,2.14,1060.0,1.0,10.0,,,,,,39.2,36.4,2519.0,37.0,2440.0
2901,TX Brazoria 2115-0126-000,TX Brazoria420 Garland Dr,P13470,3,Lake Jackson,TX,775666284,Brazoria,,N,6.14,168,,4.17,714.0,3.7,1.4880000000000002,,"Business Center, Controlled Access, Clubhouse, Fenced Lot, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gated, Grill, Laundry Service, Package Service, Pet Play Area, Maintenance on site, Multi Use Room, Sundeck",1980.0,2014.0,07/31/18,,,,Wood Frame,,,,,,120.0,1.23,636.0,5.3,4.2,48.0,1.13,909.0,0.6,4.2,,,,,,,,,,,33.6,34.1,1130.0,35.3,1037.0
2902,TX Harris 0691220000026,TX Harris5570 Gasmer Dr,P13471,2,Houston,TX,77035,Harris,,N,6.3397,176,,1.7,,0.0,0.9940000000000001,,Gated,1975.0,,,,19.46,,Masonry,,,,,,59.0,,,,1.7,59.0,,,,1.7,58.0,,,,1.7,,,,,,35.6,34.1,4410.0,35.2,4386.0
2903,TX Bexar 15786-016-0830,TX Bexar5315 Gawain Dr,P13472,3,San Antonio,TX,78218    ,Bexar,,N,5.63,170,,4.71,675.0,0.7,2.9410000000000003,,"Clubhouse, Laundry Facilities, Picnic Area, Playground, Gated, Laundry Service",1982.0,,05/09/19,,6.77,,Masonry,24.0,1.48,440.0,0.7,4.2,66.0,1.33,529.0,0.7,4.6,80.0,1.18,867.0,0.7,5.0,,,,,,,,,,,40.8,40.0,1765.0,40.2,1890.0
2904,TX Bexar 05894-000-0112,TX Bexar 700-810 Gentleman Rd,P13473,2,San Antonio,TX,78201,Bexar,,N,3.05,174,,8.62,840.0,2.5,1.006,,"Clubhouse, Laundry Facilities, Playground, Breakfast/Coffee Concierge",1970.0,1984.0,,,6.24,,Masonry,,,,,,96.0,1.08,680.0,4.2,8.3,68.0,0.9,994.0,0.9,8.8,10.0,0.86,1338.0,1.0,10.0,,,,,,37.7,37.1,3509.0,37.7,3525.0
2905,TX Brazos 102994,TX Brazos301 George Bush Drive,P13474,4,College Station,TX,77840    ,Brazos,,N,3.49,173,,5.2,972.0,12.7,,,"24 Hour Access, Business Center, Clubhouse, Fitness Center, Laundry Facilities, Property Manager on Site, Tanning Salon, Breakfast/Coffee Concierge, Furnished Units Available, Gameroom, Grill, Maid Service, Media Center/Movie Theatre, Wi-Fi, Elevator",1999.0,,,,1.49,,,4.0,2.91,600.0,11.5,25.0,20.0,1.86,700.0,13.9,5.0,89.0,2.91,900.0,15.3,4.5,4.0,4.88,1100.0,11.2,0.0,56.0,5.92,1200.0,11.2,5.4,21.2,23.1,4741.0,24.6,7681.0
2906,TX Bowie 27289000100,TX Bowie6210 Gibson Ln,P13475,4,Texarkana,TX,755031242,Bowie,,N,,168,,3.57,896.0,0.5,,,"24 Hour Access, Business Center, Controlled Access, Clubhouse, Fitness Center, Picnic Area, Playground, Spa, Gated, Breakfast/Coffee Concierge, Gameroom, Grill, Media Center/Movie Theatre, Pet Play Area, Planned Social Activities, Wi-Fi, Sundeck",2012.0,,07/07/14,"21,871,551",9.98,,,,,,,,84.0,1.14,777.0,0.5,3.6,84.0,1.02,1015.0,0.5,3.6,,,,,,,,,,,35.5,36.6,561.0,37.7,544.0
2907,TX Galveston 0002-0025-0000-000,TX Galveston9001 Glacier Ave,P13476,2,Texas City,TX,77591    ,Galveston,,N,16.52,166,,4.82,928.0,2.7,0.9940000000000001,,"Clubhouse, Tennis Court, Pet Play Area",1976.0,,,,6.74,,Masonry,,,,,,90.0,1.01,728.0,5.2,4.4,61.0,0.89,1070.0,0.6,4.9,15.0,0.87,1550.0,0.8,6.7,,,,,,39.2,38.7,1014.0,39.3,985.0
2908,TX Montgomery 0071-01-00610,TX Montgomery1000 Gladstell Rd,P13477,3,Conroe,TX,773042798,Montgomery,,N,5.7,168,,5.36,728.0,0.6,1.244,,"Fitness Center, Laundry Facilities",1984.0,,09/11/02,"4,875,000",30.62,,Wood Frame,,,,,,100.0,1.28,574.0,0.6,5.0,60.0,0.97,942.0,0.6,5.0,8.0,1.06,1050.0,1.0,12.5,,,,,,35.2,34.9,1733.0,35.9,1707.0
2909,TX Dallas 26239600010010000,TX Dallas1839 Glenbrook Dr,P13478,2,Garland,TX,750408601,Dallas,,N,6.55,164,,1.83,752.0,0.4,1.22,,Clubhouse,1972.0,,06/18/15,,14.89,,Wood Frame,16.0,1.61,364.0,0.4,0.0,48.0,1.23,600.0,0.4,2.1,60.0,1.09,809.0,0.4,1.7,40.0,1.2,1004.0,0.4,2.5,,,,,,32.9,34.0,3699.0,35.3,3808.0
2910,TX Harris 1041450000008,TX Harris9700 Glenfield Ct,P13479,3,Houston,TX,77096    ,Harris,,N,4.9649,169,,1.78,782.0,0.4,1.124,,"Courtyard, Laundry Facilities, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill, Package Service, Walking/Biking Trails",1977.0,,,,17.71,,Wood Frame,,,,,,112.0,1.12,699.0,0.4,1.8,57.0,1.04,944.0,0.4,1.8,,,,,,,,,,,37.7,37.2,4494.0,38.0,4332.0
2911,TX Harris 1153800000006,TX Harris10730 Glenora Dr,P13480,4,Houston,TX,77065,Harris,,N,5.8514,176,,7.39,848.0,1.5,1.392,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Sauna, Spa, Gated, Grill, Laundry Service, Wi-Fi",1984.0,,11/24/15,,19.71,,Masonry,,,,,,100.0,1.01,716.0,3.1,7.0,64.0,0.98,981.0,0.0,7.8,12.0,1.02,1235.0,0.0,8.3,,,,,,34.5,35.5,3000.0,36.7,2977.0
2912,TX Fort Bend 0055-00-000-0762-901,TX Fort Bend1111 Golfview Dr,P13481,2,Richmond,TX,77469,Fort Bend,,N,6.2282,169,,7.1,814.0,0.0,1.124,,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Grill, Package Service, Online Services",1983.0,,11/09/18,"18,700,000",37.24,,Wood Frame,,,,,,124.0,1.19,758.0,0.0,7.3,45.0,1.16,969.0,0.0,6.7,,,,,,,,,,,34.3,35.4,983.0,36.7,973.0
2913,TX Johnson 126-2607-03140,TX Johnson400 Gordon St,P13482,3,Burleson,TX,76028    ,Johnson,,N,7.35,177,,3.39,642.0,0.5,1.13,,"Business Center, Controlled Access, Clubhouse, Courtyard, Laundry Facilities, Picnic Area, Property Manager on Site, Gated, Grill, Laundry Service, Package Service, Maintenance on site, Sundeck",1984.0,,,,39.37,,Masonry,32.0,1.77,420.0,0.5,3.1,56.0,1.61,525.0,0.5,3.6,89.0,1.24,795.0,0.5,3.4,,,,,,,,,,,36.0,37.5,3039.0,38.7,3148.0
2914,TX Tarrant 05503396,TX Tarrant6250 Granbury Cut Off St,P13483,3,Fort Worth,TX,76132,Tarrant,,N,6.87,168,,7.74,927.0,0.0,1.339,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Sauna, Spa, Gated, Laundry Service, Package Service, Health Club Discount, Lounge, Maintenance on site, Sundeck",1984.0,2009.0,07/31/17,"10,961,540",34.56,,Reinforced Concrete,,,,,,24.0,1.25,660.0,0.0,8.3,144.0,1.02,972.0,0.0,7.6,,,,,,,,,,,38.8,37.3,3963.0,37.7,3787.0
2915,TX Travis 737843,TX Travis500 Grand Avenue Pky,P13484,4,Pflugerville,TX,786601804,Travis,,N,15.2342,168,,3.57,849.0,0.6,0.0,,"Clubhouse, Fitness Center, Pool, Gated, Doorman, Gameroom",2008.0,,,,5.19,,,,,,,,85.0,1.18,741.0,0.6,4.7,83.0,0.85,959.0,0.4,2.4,,,,,,,,,,,32.2,34.9,4056.0,36.3,4032.0
2916,TX Harris 1345370010001,TX Harris299 Gray St,P13485,4,Houston,TX,770195419,Harris,,N,1.05,166,,0.6,822.0,1.7,1.151,,"Clubhouse, Courtyard, Fitness Center, Wi-Fi, Lounge",2018.0,,02/06/17,,0.99,20.0,,,,,,,133.0,2.27,728.0,0.0,0.8,33.0,1.95,1204.0,0.0,0.0,,,,,,,,,,,35.9,36.0,9717.0,37.5,7318.0
2917,TX Harris 1330410010001,TX Harris1916 Gray St,P13486,4,Houston,TX,770194816,Harris,,N,2.148,165,,5.45,957.0,5.0,0.0,,"Controlled Access, Fitness Center, Pool, Breakfast/Coffee Concierge, Cabana, Package Service, Pet Play Area, Trash Pickup - Door to Door, Elevator, Sundeck",2018.0,,,,14.78,,Wood Frame,,,,,,114.0,2.29,802.0,1.0,5.3,51.0,2.34,1304.0,10.4,5.9,,,,,,,,,,,38.9,40.2,7594.0,41.8,5738.0
2918,TX Tom Green 02-11250-0003-000-00,TX Tom Green5751 Green Hill Rd,P13487,4,San Angelo,TX,76901,Tom Green,,N,63.823,176,,3.41,878.0,0.4,0.0,,"24 Hour Access, Clubhouse, Fitness Center, Pool, Property Manager on Site, Gated, Cabana, Gameroom, Grill, Pet Play Area, Confere Rooms, Lounge, Maintenance on site, Sundeck",2013.0,,,,8.63,,,,,,,,90.0,1.43,701.0,0.5,3.3,63.0,1.2,1002.0,0.4,3.2,23.0,1.22,1228.0,0.4,4.4,,,,,,35.1,36.1,1205.0,36.9,1184.0
2919,TX Dallas 00000268141000000,TX Dallas333 Greenbriar Ln,P13488,4,Dallas,TX,75203,Dallas,,N,3.09,167,,4.79,870.0,0.6,0.0,,"Business Center, Controlled Access, Fitness Center, Gameroom, Grill, Pet Play Area",2014.0,,06/12/15,"28,850,000",8.04,,Wood Frame,,,,,,137.0,1.54,760.0,0.6,5.1,30.0,1.48,1369.0,0.6,3.3,,,,,,,,,,,32.4,34.9,6701.0,37.3,5539.0
2920,TX Harris 1088280000010,TX Harris906 Greens Rd,P13489,2,Houston,TX,770601600,Harris,,N,4.78,172,,1.74,673.0,0.3,1.2209999999999999,,Laundry Facilities,1978.0,2019.0,12/01/11,,20.63,,Masonry,,,,,,132.0,0.98,586.0,0.3,1.5,40.0,0.8,960.0,0.3,2.5,,,,,,,,,,,25.8,28.3,5576.0,30.3,5094.0
2921,TX Nacogdoches P13490,TX Nacogdoches118 Griffith Blvd,P13490,2,Nacogdoches,TX,75965,Nacogdoches,,N,,168,,8.33,,0.0,,,"Laundry Facilities, Elevator",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,27.3,2759.0,28.3,3499.0
2922,TX Hays R134855,TX Hays 126-194Guadalupe St,P13491,4,San Marcos,TX,78666,Hays,,N,2.4857,171,,,,0.0,2.392,,,2022.0,,,,37.1,,,30.0,,,,,30.0,,,,,30.0,,,,,30.0,,,,,30.0,,,,,26.0,27.8,4887.0,29.0,6332.0
2923,TX Dallas 65146125310180000,TX Dallas4300 Gus Thomasson Rd,P13492,3,Mesquite,TX,75150,Dallas,,N,5.92,164,,6.71,775.0,0.7,,,"Business Center, Controlled Access, Courtyard, Laundry Facilities, Picnic Area, Property Manager on Site, Gated, Breakfast/Coffee Concierge, Grill, Pet Play Area, Maintenance on site",1967.0,2006.0,06/22/15,,14.89,,Wood Frame,,,,,,41.0,1.19,587.0,0.6,4.9,123.0,1.01,838.0,0.6,4.1,,,,,,,,,,,32.5,33.7,5515.0,34.9,5773.0
2924,TX Dallas 00000136495000000,TX Dallas3260 Hall St,P13493,3,Dallas,TX,752041284,Dallas,,N,1.31,176,,3.98,733.0,0.7,0.568,,"Fitness Center, Laundry Facilities, Property Manager on Site, Gated, Laundry Service, Media Center/Movie Theatre",1967.0,,06/06/05,"10,000,000",0.06,2.0,Wood Frame,27.0,2.1,410.0,0.8,7.4,66.0,1.79,586.0,0.5,3.0,80.0,1.5,942.0,0.5,2.5,3.0,1.44,1320.0,5.3,33.3,,,,,,35.8,35.6,14046.0,37.0,10690.0
2925,TX Tarrant 01493817,TX Tarrant4001 Hamilton Cir,P13494,3,Arlington,TX,76013    ,Tarrant,,N,9.31,172,,6.98,826.0,0.8,0.0,,"Business Center, Courtyard, Laundry Facilities, Property Manager on Site, Tennis Court, Grill, Trash Pickup - Curbside",1980.0,,,,21.52,,,,,,,,128.0,1.2,736.0,0.8,7.0,44.0,1.08,1090.0,0.8,6.8,,,,,,,,,,,41.1,41.0,1891.0,41.4,1957.0
2926,TX Harris 1020750000006,TX Harris10011 Hammerly Blvd,P13495,2,Houston,TX,77080    ,Harris,,N,5.9602,174,,8.05,951.0,5.0,2.517,,Laundry Facilities,1972.0,,01/04/00,"2,008,000",26.17,,Reinforced Concrete,,,,,,32.0,1.17,680.0,0.9,9.4,126.0,0.95,977.0,6.5,7.9,16.0,0.84,1285.0,0.8,6.3,,,,,,35.5,36.1,5166.0,37.1,5024.0
2927,TX Harris 1153800000001,TX Harris11810 Hammond Dr,P13496,3,Houston,TX,77065    ,Harris,,N,6.0,176,,17.05,643.0,8.3,1.136,,"Controlled Access, Laundry Facilities, Property Manager on Site, Spa, Tennis Court, Gated, Storage Space, Maintenance on site, Sundeck",1983.0,,11/02/18,,19.82,,Masonry,,,,,,128.0,1.38,575.0,8.3,17.2,48.0,1.26,825.0,8.4,16.7,,,,,,,,,,,34.6,35.9,3720.0,37.3,3705.0
2928,TX Dallas 65120521510160000,TX Dallas1835 Hampton Rd,P13497,2,Glenn Heights,TX,751548533,Dallas,,N,20.25,163,,5.52,,0.0,,,,1969.0,,10/17/18,,24.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,32.9,1776.0,34.6,1876.0
2929,TX Nueces 265300020120,TX Nueces522 Hancock Ave,P13498,4,Corpus Christi,TX,78404,Nueces,,N,2.908,169,,7.1,914.0,6.2,,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Gated, Storage Space, Elevator, Sundeck",2007.0,,12/24/12,"17,000,000",7.97,,,,,,,,115.0,1.53,795.0,0.8,7.0,54.0,1.37,1169.0,14.9,7.4,,,,,,,,,,,40.6,41.5,2977.0,42.4,2794.0
2930,TX Dallas 00000662180000000,TX Dallas5580 Harvest Hill Rd,P13499,2,Dallas,TX,75230,Dallas,,N,5.62,178,,6.74,698.0,0.0,1.91,,"Clubhouse, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Gated, Grill, Laundry Service, Package Service, Pet Play Area, Trash Pickup - Curbside, Maintenance on site",1978.0,,,,9.26,,Wood Frame,,,,,,138.0,1.3,639.0,0.0,6.5,40.0,1.14,902.0,0.0,7.5,,,,,,,,,,,36.7,34.8,4908.0,35.9,4754.0
2931,TX Hays R101116,TX Hays526 Harvest Moon Pky,P13500,2,Kyle,TX,78640,Hays,,N,72.329,171,,5.85,1219.0,0.7,,,,2000.0,,,,27.63,,,,,,,,,,,,,20.0,0.83,1120.0,0.7,5.0,151.0,0.92,1232.0,0.7,6.0,,,,,,29.2,31.6,1207.0,33.2,1545.0
2932,TX Tarrant 00136336,TX Tarrant2400 Harwood Rd,P13501,3,Bedford,TX,76021,Tarrant,,N,8.26,168,,2.38,740.0,0.0,1.548,,"Laundry Facilities, Property Manager on Site, Spa",1986.0,,,,11.86,,Wood Frame,40.0,1.52,550.0,0.0,2.5,97.0,1.22,732.0,0.0,2.1,30.0,1.12,1000.0,0.0,3.3,1.0,1.75,1250.0,0.4,0.0,,,,,,38.3,39.0,3844.0,40.1,3629.0
2933,TX Bexar 14616-006-0140,TX Bexar8102 Hausman Rd,P13502,4,San Antonio,TX,782493906,Bexar,,N,14.718,168,,2.38,1271.0,10.2,3.3510000000000004,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Gated, Furnished Units Available, Grill, Media Center/Movie Theatre, Trash Pickup - Door to Door, Volleyball Court",2008.0,,,,14.09,,Wood Frame,,,,,,,,,,,24.0,1.47,965.0,0.4,4.2,84.0,1.43,1169.0,11.4,2.4,60.0,1.61,1536.0,11.4,1.7,31.3,33.4,2871.0,35.0,2828.0
2934,TX Gregg R24890,TX Gregg301 Hawkins Pky,P13503,3,Longview,TX,756051800,Gregg,,N,7.46,176,,1.14,636.0,0.3,0.0,,"Business Center, Fitness Center, Laundry Facilities, Tennis Court, Corporate Suites, Basketball Court, Volleyball Court, Walking/Biking Trails, Online Services",1979.0,,10/28/15,,15.97,,Masonry,,,,,,128.0,1.08,538.0,0.3,0.8,48.0,0.87,900.0,0.3,2.1,,,,,,,,,,,37.3,36.5,1101.0,37.1,954.0
2935,TX Dallas 00000664717000000,TX Dallas2472 Highland Rd,P13504,2,Dallas,TX,752286495,Dallas,,N,8.8,172,,9.88,780.0,1.0,1.744,,"Laundry Facilities, Picnic Area, Playground, Grill, Laundry Service",1956.0,,11/13/97,"2,935,000",14.89,,Wood Frame,,,,,,,,,,,172.0,0.9,780.0,1.0,9.9,,,,,,,,,,,35.2,35.7,3190.0,36.8,3122.0
2936,TX Dallas 00000639586800000,TX Dallas6271 Highland Hills Dr,P13505,3,Dallas,TX,752415126,Dallas,,N,10.058,172,,21.51,878.0,1.0,1.535,,"Laundry Facilities, Playground",1969.0,,02/01/11,,14.89,,Wood Frame,,,,,,16.0,1.24,643.0,0.7,6.3,120.0,1.06,852.0,1.0,23.3,36.0,1.03,1067.0,1.0,22.2,,,,,,35.8,34.9,2760.0,35.5,3092.0
2937,TX Tarrant P13506,TX Tarrant2308 Highway 121,P13506,4,Bedford,TX,760215985,Tarrant,,N,,178,,5.06,,0.0,,,,2018.0,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,37.8,3181.0,39.0,2948.0
2938,TX Brazoria 0066-0154-130,TX Brazoria504 Highway 332,P13507,4,Lake Jackson,TX,77566,Brazoria,,N,8.669,174,,6.32,869.0,0.0,1.672,,"Controlled Access, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Sauna, Spa, Corporate Suites, Gated, Grill",1999.0,,03/15/16,,,,Masonry,,,,,,104.0,1.22,755.0,0.0,5.8,62.0,1.1,1014.0,0.0,6.5,8.0,1.07,1230.0,0.0,12.5,,,,,,35.1,35.6,2097.0,36.8,2053.0
2939,TX Dallas 38089750510010000,TX Dallas 1217-1221 Hillcrest St,P13508,2,Mesquite,TX,75149,Dallas,,N,7.53,170,,,698.0,0.3,0.0,,"Laundry Facilities, Tennis Court, Laundry Service",1979.0,,,,14.89,,,32.0,1.17,500.0,0.3,0.0,72.0,1.12,617.0,0.3,0.0,66.0,0.94,883.0,0.3,0.0,,,,,,,,,,,31.3,31.9,3353.0,33.1,3439.0
2940,TX Harris 1162220010001,TX Harris2929 Hirschfield Rd,P13509,3,Spring,TX,77373,Harris,,N,9.0802,168,,7.74,926.0,0.8,1.256,,"Fitness Center, Playground, Spa, Gated, Package Service, Pet Play Area, Wi-Fi",1984.0,1999.0,03/10/16,,20.63,,Wood Frame,,,,,,50.0,1.02,845.0,0.8,8.0,118.0,1.0,960.0,0.8,7.6,,,,,,,,,,,31.2,32.9,3857.0,34.5,3843.0
2941,TX Brazos 13272,TX Brazos301 Holleman Dr,P13510,3,College Station,TX,778407044,Brazos,,N,8.21,172,,1.16,791.0,15.7,0.0,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Gameroom, Grill, Package Service, Shuttle to Train, Trash Pickup - Door to Door, Volleyball Court, Storage Space, Maintenance on site, Sundeck",1996.0,,,,4.19,,Masonry,,,,,,64.0,1.56,632.0,15.9,0.0,96.0,1.33,868.0,16.6,0.0,12.0,1.37,1021.0,8.4,16.7,,,,,,25.7,26.4,6834.0,27.5,8638.0
2942,TX Nueces 350100010010,TX Nueces3338 Holly Rd,P13511,3,Corpus Christi,TX,78415    ,Nueces,,N,21.32,172,,6.4,1015.0,0.7,2.326,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Playground, Tennis Court",2004.0,,,,9.31,,Masonry,,,,,,,,,,,88.0,0.81,932.0,0.9,8.0,84.0,0.79,1102.0,0.6,4.8,,,,,,34.5,35.6,3871.0,36.7,3765.0
