,SCAPN,SCSitus_NumNam,PropID,Star_rating,City,State,Zip,County,For_sale_price,For_sale_status,Land_area,Num_units,Cap_rate,Vacancy_%,Avg_unit_sqft,Avg_Concession_%,Parking_per_unit,Days_on_mkt,Amenities,Year_built,Year_reno,Last_sale_date,Last_sale_price,Transit_dist_mile,Transit_walk_time_min,Const_material,Num_studio,Studio_rent_sqft,Studio_avg_sqft,Studio_concession_%,Studio_vacancy_%,Num_1_bed,1_bed_rent_sqft,1_bed_avg_sqft,1_bed_concession_%,1_bed_vacancy_%,Num_2_bed,2_bed_rent_sqft,2_bed_avg_sqft,2_bed_concession_%,2_bed_vacancy_%,Num_3_bed,3_bed_rent_sqft,3_bed_avg_sqft,3_bed_concession_%,3_bed_vacancy_%,Num_4_bed,4_bed_rent_sqft,4_bed_avg_sqft,4_bed_concession_%,4_bed_vacancy_%,2010_Avg_age,2019_Avg_age,2019_Pop_25_39,2024_Avg_age,2024_Pop_25_39
790,GA Muscogee 067-022-016,GA Muscogee1400 Boxwood Blvd,P791,4,Columbus,GA,319062327,Muscogee,,N,17.9183,144,,2.08,1321.0,0.4,0.0,,"Business Center, Clubhouse, Playground, Pool, Property Manager on Site, Tennis Court, Gated, Basketball Court, Car Wash Area, Bicycle Storage",2001.0,,07/03/18,"10,650,000",4.66,,Masonry,,,,,,,,,,,24.0,0.58,1175.0,0.6,4.2,120.0,0.82,1350.0,0.4,1.7,,,,,,37.8,39.0,1507.0,39.7,1474.0
791,GA Richmond 0120462000,GA Richmond220 Boy Scout Rd,P792,2,Augusta,GA,309096064,Richmond,,N,1.0,114,,5.26,1054.0,0.6,,,Playground,1989.0,,12/28/12,"516,000",,,,,,,,,,,,,,114.0,0.71,1054.0,0.6,5.3,,,,,,,,,,,35.3,35.3,2578.0,36.3,2227.0
792,GA Richmond 0180276000,GA Richmond222 Boy Scout Rd,P793,3,Augusta,GA,30909,Richmond,,N,11.15,120,,0.83,893.0,0.0,2.083,,"Business Center, Clubhouse, Picnic Area, Property Manager on Site, Tennis Court, Car Wash Area, Package Service, Storage Space, Maintenance on site, Sundeck",1983.0,,04/29/15,"7,654,195",14.2,,Wood Frame,,,,,,32.0,1.1,688.0,0.0,0.0,88.0,0.89,968.0,0.0,1.1,,,,,,,,,,,37.0,36.9,1612.0,37.4,1419.0
793,GA Richmond 0180228000,GA Richmond249 Boy Scout Rd,P794,3,Augusta,GA,30909    ,Richmond,,N,11.52,165,,15.15,794.0,1.0,1.5759999999999998,,"24 Hour Access, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Pet Play Area, Maintenance on site, Sundeck",1973.0,,,,14.13,,Wood Frame,,,,,,66.0,0.9,647.0,1.0,15.2,90.0,0.74,876.0,1.0,15.6,9.0,0.7,1063.0,1.0,11.1,,,,,,36.6,36.5,1995.0,37.1,1741.0
794,GA Whitfield 12-120-12-008,GA Whitfield1902 Brady Dr,P795,3,Dalton,GA,30720    ,Whitfield,,N,19.398,155,,,1150.0,0.3,,,"Playground, Property Manager on Site, Basketball Court, Pet Play Area",1983.0,,07/11/18,"12,550,025",26.77,,Wood Frame,,,,,,,,,,,155.0,0.78,1150.0,0.3,0.0,,,,,,,,,,,33.7,36.1,347.0,37.4,322.0
795,GA Rockdale 069-0-01-0513,GA Rockdale893 Briar Creek Ct,P796,2,Conyers,GA,300124732,Rockdale,,N,15.33,160,,15.0,1008.0,1.0,1.875,,"24 Hour Access, Playground, Property Manager on Site, Racquetball Court",1973.0,,12/20/18,"12,220,472",37.23,,Wood Frame,,,,,,40.0,1.32,680.0,1.0,15.0,80.0,1.08,1027.0,1.0,15.0,40.0,0.96,1300.0,1.0,15.0,,,,,,33.7,34.4,921.0,35.5,890.0
796,GA Muscogee 083-019-017a,GA Muscogee3700 Bridgewater Rd,P797,3,Columbus,GA,31909,Muscogee,,N,1.9296,147,,3.4,1124.0,0.5,1.361,,"Business Center, Controlled Access, Fitness Center, Laundry Facilities, Property Manager on Site, Furnished Units Available, Grill, Package Service, Maintenance on site, Sundeck",1972.0,,10/27/16,"8,300,000",1.21,,Masonry,,,,,,28.0,0.79,916.0,0.5,3.6,119.0,0.69,1173.0,0.5,3.4,,,,,,,,,,,38.7,39.0,1551.0,39.5,1427.0
797,GA Muscogee 189-020-001,GA Muscogee2444 Britt David Rd,P798,3,Columbus,GA,31909,Muscogee,,N,21.9116,368,,6.52,926.0,0.7,1.2229999999999999,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Pool, Property Manager on Site, Gated, Tanning Salon, Car Wash Area, Grill, Pet Play Area, Maintenance on site, Sundeck",1978.0,,,,1.49,,Masonry,,,,,,144.0,0.89,791.0,0.7,6.3,216.0,0.75,1007.0,0.7,6.0,8.0,0.77,1176.0,1.0,25.0,,,,,,36.1,37.5,1674.0,38.3,1551.0
798,GA Richmond 0471045000,GA Richmond740 Broad St,P799,2,Augusta,GA,309015003,Richmond,,N,0.47,135,,3.7,621.0,0.5,0.0,,,1923.0,,,,8.52,,Masonry,,,,,,129.0,1.12,607.0,0.5,3.1,6.0,0.81,926.0,0.9,16.7,,,,,,,,,,,43.1,45.2,1713.0,45.8,1746.0
799,GA Richmond 0273253000,GA Richmond2244 Broad St,P800,2,Augusta,GA,30904    ,Richmond,,N,3.64,100,,9.0,,0.0,1.0,,,1973.0,,,,11.23,,Reinforced Concrete,6.0,,,,16.7,90.0,,,,8.9,4.0,,,,0.0,,,,,,,,,,,38.7,39.4,1702.0,40.1,1610.0
800,GA Newton 0043000000033000,GA Newton10100 Brown Bridge Rd,P801,3,Covington,GA,30014,Newton,,N,26.13,232,,2.59,1027.0,0.4,2.017,,"24 Hour Access, Business Center, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Corporate Suites, Car Wash Area, Furnished Units Available, Grill, Laundry Service, Walking/Biking Trails, Storage Space",2001.0,,04/11/07,"17,281,188",37.23,,Masonry,,,,,,72.0,1.29,816.0,0.4,2.8,124.0,1.15,1072.0,0.4,2.4,36.0,1.03,1292.0,0.5,2.8,,,,,,32.9,35.2,870.0,36.4,891.0
801,GA Muscogee 026-032-008,GA Muscogee1600 Buena Vista Rd,P802,3,Columbus,GA,31906    ,Muscogee,,N,6.343,164,,6.1,809.0,0.7,1.22,,"24 Hour Access, Business Center, Clubhouse, Courtyard, Laundry Facilities, Picnic Area, Property Manager on Site, Car Wash Area, Grill",1972.0,,02/19/19,,5.82,,Masonry,2.0,2.36,250.0,1.0,50.0,106.0,0.84,732.0,0.6,4.7,56.0,0.77,975.0,0.8,7.1,,,,,,,,,,,36.2,37.7,1928.0,38.6,1824.0
802,GA Muscogee 049-005-003,GA Muscogee2983 Buena Vista Rd,P803,3,Columbus,GA,319063937,Muscogee,,N,12.8,148,,20.27,650.0,1.0,2.0269999999999997,,Laundry Facilities,1950.0,,02/12/19,"3,250,000",6.65,,Masonry,,,,,,,,,,,148.0,0.62,650.0,1.0,20.3,,,,,,,,,,,37.3,38.7,1931.0,39.5,1869.0
803,GA Muscogee 066-041-002,GA Muscogee3700 Buena Vista Rd,P804,3,Columbus,GA,31906,Muscogee,,N,22.2739,285,,35.79,963.0,0.0,1.228,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Property Manager on Site, Spa, Tennis Court, Laundry Service, Package Service, Racquetball Court, Volleyball Court, Storage Space, Maintenance on site, Sundeck",1971.0,,01/15/14,"10,550,000",5.56,,Masonry,,,,,,91.0,0.85,663.0,0.0,36.3,140.0,0.66,971.0,0.0,35.7,54.0,0.6,1446.0,0.0,35.2,,,,,,35.9,37.3,1858.0,38.2,1729.0
804,GA Paulding 007526,GA Paulding201 Butler Industrial Dr,P805,4,Dallas,GA,30132,Paulding,,N,8.28,176,,2.27,1091.0,0.0,1.42,,"Business Center, Clubhouse, Day Care, Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court, Gated, Basketball Court, Grill, Laundry Service",2001.0,,,,33.68,,Masonry,,,,,,84.0,1.01,975.0,0.0,2.4,80.0,0.63,1175.0,0.0,2.5,12.0,0.71,1350.0,0.0,0.0,,,,,,33.2,35.3,903.0,36.6,902.0
805,GA Richmond 1400266000,GA Richmond500 Caldwell Dr,P806,3,Hephzibah,GA,30815,Richmond,,N,12.52,120,,13.33,985.0,1.0,2.092,,"Picnic Area, Playground, Property Manager on Site, Grill, Package Service, Pet Play Area",1986.0,,10/06/16,"7,300,000",10.17,,Masonry,,,,,,16.0,1.01,740.0,0.7,6.3,72.0,0.84,975.0,1.0,13.9,32.0,0.74,1130.0,1.0,15.6,,,,,,34.1,36.8,1256.0,37.9,1365.0
806,GA Muscogee 041-002-001,GA Muscogee100 Canty Pl,P807,3,Columbus,GA,31903,Muscogee,,N,11.34,249,,10.84,913.0,0.0,0.0,,,,,,,7.83,,Masonry,,,,,,98.0,,697.0,,11.2,123.0,,1008.0,,10.6,28.0,,1255.0,,10.7,,,,,,35.0,37.1,1174.0,38.1,1165.0
807,GA Spalding 054E-01-166,GA Spalding657 Carver Rd,P808,3,Griffin,GA,30224,Spalding,,N,12.03,112,,1.79,1018.0,0.4,0.0,,"Business Center, Clubhouse, Courtyard, Fitness Center, Playground, Property Manager on Site, Sauna, Tennis Court, Furnished Units Available, Guest Apartment, Maid Service, Package Service, Racquetball Court, Lounge, Maintenance on site, Sundeck",1989.0,,02/03/16,"6,343,061",33.66,,Wood Frame,,,,,,32.0,1.02,775.0,0.5,3.1,56.0,0.83,1061.0,0.3,1.8,24.0,0.8,1240.0,0.3,0.0,,,,,,33.0,35.6,1005.0,37.2,867.0
808,GA Spalding 054E-02-011,GA Spalding701 Carver Rd,P809,3,Griffin,GA,30224,Spalding,,N,38.28,216,,6.02,1216.0,0.7,1.8519999999999999,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court, Car Wash Area, Grill, Package Service",1998.0,,06/30/17,"15,000,000",33.56,,Wood Frame,,,,,,72.0,0.85,998.0,0.6,5.6,112.0,0.79,1280.0,0.7,5.4,32.0,0.74,1480.0,1.0,9.4,,,,,,33.1,35.7,767.0,37.3,662.0
809,GA Troup 050-1B-001-054,GA Troup64 Cary St,P810,3,Lagrange,GA,302411478,Troup,,N,12.87,120,,5.0,571.0,0.6,1.6669999999999998,,,,,,,,,Masonry,,,,,,32.0,1.15,420.0,0.6,6.3,64.0,1.02,590.0,0.6,4.7,18.0,1.17,700.0,0.6,5.6,6.0,1.16,785.0,0.6,0.0,35.0,35.7,1044.0,36.7,1017.0
810,GA Richmond 0120019150,GA Richmond2515 Center West Pky,P811,3,Augusta,GA,30909,Richmond,,N,13.53,177,,1.13,836.0,0.3,1.412,,"Clubhouse, Picnic Area, Playground, Tennis Court, Furnished Units Available, Trash Pickup - Door to Door, Volleyball Court, Maintenance on site, Pond",1983.0,,,,14.02,,Wood Frame,,,,,,48.0,0.79,800.0,0.4,2.1,129.0,0.86,850.0,0.3,0.8,,,,,,,,,,,34.3,34.6,1894.0,35.5,1570.0
811,GA Richmond 0120019070,GA Richmond2525 Center West Pky,P812,2,Augusta,GA,309094608,Richmond,,N,12.97,224,,6.25,744.0,0.7,1.339,,"Business Center, Laundry Facilities, Property Manager on Site, Tennis Court, Planned Social Activities, Volleyball Court",1980.0,,,,14.06,,Wood Frame,,,,,,92.0,1.17,617.0,0.8,6.5,132.0,0.98,833.0,0.7,6.1,,,,,,,,,,,34.2,34.6,2022.0,35.5,1674.0
812,GA Richmond 0120019220,GA Richmond2549 Center West Pky,P813,2,Augusta,GA,30909    ,Richmond,,N,7.41,186,,9.68,567.0,1.0,1.6130000000000002,,"24 Hour Access, Laundry Facilities, Property Manager on Site",1986.0,,,,13.86,,Wood Frame,27.0,2.01,288.0,0.9,7.4,138.0,1.16,576.0,1.0,10.1,21.0,0.87,864.0,1.0,9.5,,,,,,,,,,,34.1,34.4,2079.0,35.4,1721.0
813,GA Richmond 0540063020,GA Richmond1500 Champion Pines Ln,P814,3,Augusta,GA,30909,Richmond,,N,21.38,220,,4.09,745.0,0.0,1.364,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Pool, Property Manager on Site, Sauna, Spa, Basketball Court, Furnished Units Available, Package Service, Racquetball Court, Volleyball Court, Storage Space, Maintenance on site, Sundeck",1987.0,,03/17/15,"6,487,569",10.79,,Wood Frame,,,,,,140.0,1.15,600.0,0.0,4.3,80.0,0.81,1000.0,0.0,3.8,,,,,,,,,,,34.6,35.6,654.0,36.6,608.0
814,GA Muscogee P815,GA Muscogee3725 Chapman Way,P815,3,Columbus,GA,319032822,Muscogee,,N,,100,,,798.0,0.3,,,"Fitness Center, Gameroom, Media Center/Movie Theatre",2015.0,,,,8.81,,,,,,,,80.0,0.85,751.0,0.2,0.0,20.0,0.69,985.0,0.3,0.0,,,,,,,,,,,34.5,36.2,1885.0,37.2,1862.0
815,GA Peach F08C-138,GA Peach1103 Church St,P816,2,Fort Valley,GA,310303125,Peach,,N,15.0,150,,5.33,776.0,0.7,,,,1979.0,,,,19.71,,,,,,,,57.0,1.15,513.0,0.4,1.8,38.0,0.77,825.0,0.8,7.9,39.0,0.79,972.0,0.8,7.7,16.0,0.77,1123.0,0.8,6.3,35.3,38.6,505.0,39.7,594.0
816,GA Muscogee 043-004-007,GA Muscogee3110 Clay Dr,P817,2,Columbus,GA,319031802,Muscogee,,N,20.0,136,,11.03,,0.0,,,,,,09/15/17,"2,080,057",9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,33.1,1036.0,34.5,971.0
817,GA Whitfield 12-185-05-000,GA Whitfield2111 Club Dr,P818,3,Dalton,GA,307202903,Whitfield,,N,13.71,158,,5.06,1122.0,0.0,,,"Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Tennis Court",1976.0,,09/27/18,"13,200,100",25.83,,Wood Frame,,,,,,24.0,1.1,800.0,0.0,4.2,81.0,0.88,1100.0,0.0,4.9,53.0,0.79,1300.0,0.0,5.7,,,,,,38.4,38.8,918.0,39.5,888.0
818,GA Whitfield 12-196-17-000,GA Whitfield600 College Dr,P819,3,Dalton,GA,30720,Whitfield,,N,10.81,120,,5.0,858.0,0.6,,,"Laundry Facilities, Playground, Property Manager on Site, Basketball Court, Volleyball Court",1973.0,2003.0,01/04/18,,26.66,,,,,,,,60.0,2.22,725.0,0.6,5.0,40.0,1.72,925.0,0.6,5.0,20.0,1.76,1125.0,0.6,5.0,,,,,,38.8,39.6,858.0,40.3,860.0
819,GA Muscogee 186-018-003,GA Muscogee2001 Country Club Rd,P820,3,Columbus,GA,31906    ,Muscogee,,N,9.5385,200,,1.5,1150.0,0.4,1.0,,"Laundry Facilities, Property Manager on Site, Maintenance on site, Sundeck",1939.0,,,,3.89,,Masonry,,,,,,45.0,0.81,797.0,0.4,2.2,149.0,0.66,1243.0,0.4,1.3,6.0,0.62,1487.0,0.4,0.0,,,,,,38.2,38.7,2086.0,39.5,1836.0
820,GA Upson 043-011,GA Upson109 County Rd,P821,2,Thomaston,GA,30286,Upson,,N,12.0,100,,4.0,950.0,0.5,,,,1977.0,,05/06/11,,,,,,,,,,28.0,0.79,750.0,0.4,3.6,40.0,0.72,900.0,0.6,5.0,24.0,0.63,1150.0,0.5,4.2,8.0,0.63,1300.0,0.5,0.0,37.6,39.3,360.0,40.3,341.0
821,GA Thomas 010-006001,GA Thomas220 Covington Ave,P822,3,Thomasville,GA,31792,Thomas,,N,8.3,216,,4.17,1066.0,0.0,,,"Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Tennis Court, Furnished Units Available, Grill, Package Service",1980.0,,09/11/13,"12,850,000",,,,,,,,,64.0,0.97,809.0,0.0,4.7,72.0,0.7,1117.0,0.0,4.2,80.0,0.71,1226.0,0.0,3.8,,,,,,38.6,39.2,820.0,40.0,721.0
822,GA Newton 0064-0000-015B,GA Newton10920 Covington by Pass Rd,P823,3,Covington,GA,300143816,Newton,,N,15.0,100,,3.0,961.0,0.5,2.0,,"Fitness Center, Laundry Facilities, Playground, Grill",1994.0,,01/05/10,"1,200,000",37.23,,Wood Frame,,,,,,10.0,1.03,736.0,0.5,0.0,55.0,1.0,880.0,0.5,3.6,35.0,0.81,1152.0,0.5,2.9,,,,,,35.5,36.7,416.0,37.7,441.0
823,GA Richmond 0160055000,GA Richmond680 Crane Creek Dr,P824,4,Augusta,GA,30907,Richmond,,N,39.188,300,,7.0,1044.0,0.8,1.4,,"Clubhouse, Fitness Center, Spa, Gated, Cabana, Gameroom, Grill, Lounge",2016.0,,,,14.2,,Wood Frame,,,,,,148.0,1.45,773.0,0.8,6.8,152.0,1.15,1307.0,0.8,7.2,,,,,,,,,,,41.6,41.6,914.0,41.8,920.0
824,GA Muscogee 097-013-002A,GA Muscogee17 Creek Way,P825,2,Columbus,GA,31907,Muscogee,,N,1.3512,128,,7.03,909.0,0.7,1.641,,"Clubhouse, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Cabana, Gameroom",1983.0,,,,6.09,,Masonry,,,,,,,,,,,112.0,0.8,888.0,0.7,7.1,16.0,0.85,1057.0,0.7,6.3,,,,,,36.9,38.6,1038.0,39.4,1009.0
825,GA Richmond 0314053010,GA Richmond800 Cross Court Dr,P826,2,Augusta,GA,309092776,Richmond,,N,6.86,206,,50.0,851.0,1.0,,,"Tennis Court, Grill, Pet Play Area",1982.0,2019.0,02/27/19,,12.63,,,5.0,1.32,544.0,1.0,60.0,62.0,1.35,630.0,1.0,50.0,139.0,0.82,960.0,1.0,49.6,,,,,,,,,,,35.7,36.4,2374.0,37.1,2281.0
826,GA Muscogee 098-002-004,GA Muscogee6023 Crystal Dr,P827,2,Columbus,GA,31907    ,Muscogee,,N,41.58,263,,6.84,,0.0,,,,1976.0,,07/13/18,"9,500,000",4.69,,,,,,,,263.0,,,,6.8,,,,,,,,,,,,,,,,36.6,36.3,1011.0,37.2,930.0
827,GA Muscogee 064-016-010,GA Muscogee3737 Cusseta Rd,P828,4,Columbus,GA,319032089,Muscogee,,N,17.63,232,,11.21,992.0,0.8,1.5090000000000001,,"24 Hour Access, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Gated, Gameroom, Grill, Walking/Biking Trails, Wi-Fi",2009.0,,,,7.58,,Masonry,,,,,,54.0,0.81,682.0,0.7,5.6,60.0,0.68,949.0,0.4,3.3,82.0,0.68,1100.0,1.0,18.3,36.0,0.63,1280.0,1.0,16.7,34.6,36.3,1860.0,37.3,1806.0
828,GA Richmond 0424106000,GA Richmond3122 Damascus Rd,P829,2,Augusta,GA,30909    ,Richmond,,N,12.46,161,,3.73,793.0,0.5,1.242,,"Laundry Facilities, Playground, Pool, Gated, Car Wash Area, Laundry Service, Multi Use Room",1983.0,,05/29/15,"4,850,000",9.37,,Wood Frame,,,,,,56.0,1.06,580.0,0.5,3.6,97.0,0.87,878.0,0.5,4.1,8.0,0.68,1250.0,0.6,0.0,,,,,,35.1,35.6,1536.0,36.2,1465.0
829,GA Troup 038-0-000-001C,GA Troup1105 Davis Rd,P830,4,Lagrange,GA,30241,Troup,,N,,258,,,954.0,0.0,,,,2020.0,,,,,,,5.0,,650.0,,,104.0,,840.0,,,117.0,,1000.0,,,32.0,,1200.0,,,,,,,,36.1,37.1,517.0,38.0,577.0
830,GA Troup 040-3C-000-004A,GA Troup140 Davis Rd,P831,4,Lagrange,GA,30241,Troup,,N,21.7,236,,8.9,1062.0,0.9,,,"24 Hour Access, Business Center, Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Furnished Units Available, Gameroom, Grill, Pet Play Area, Volleyball Court, Walking/Biking Trails, Wi-Fi",2009.0,,11/18/15,"22,800,000",,,,,,,,,48.0,1.12,821.0,0.9,8.3,132.0,0.92,1092.0,0.9,9.1,56.0,0.94,1198.0,0.9,8.9,,,,,,33.7,35.1,546.0,36.4,527.0
831,GA Richmond 1070085030,GA Richmond3200 Dean's Bridge Rd,P832,2,Augusta,GA,30906    ,Richmond,,N,12.6774,140,,5.0,1116.0,0.7,1.429,,,1979.0,,,,8.45,,Wood Frame,,,,,,12.0,0.64,750.0,0.8,8.3,48.0,0.55,1000.0,0.4,2.1,64.0,0.6,1200.0,0.8,6.3,16.0,0.59,1400.0,0.8,6.3,33.7,35.8,1112.0,36.7,1187.0
832,GA Muscogee 072-002-006,GA Muscogee2700 Double Churches Rd,P833,3,Columbus,GA,319092786,Muscogee,,N,44.0968,386,,4.66,1345.0,0.6,1.554,,"24 Hour Access, Controlled Access, Courtyard, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Tennis Court, Waterfront, Gated, Tanning Salon, Car Wash Area, Gameroom, Grill, Pet Play Area, Walking/Biking Trails",1987.0,2016.0,11/30/18,"34,100,000",3.59,,Masonry,,,,,,65.0,0.83,903.0,0.7,6.2,283.0,0.62,1408.0,0.6,4.2,38.0,0.62,1628.0,0.6,5.3,,,,,,35.9,36.3,795.0,37.2,692.0
833,GA Muscogee 073-021-042,GA Muscogee8272 Dream Boat Dr,P834,4,Columbus,GA,31909,Muscogee,,N,160.92,211,,2.84,1152.0,0.5,1.422,,"Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Security System, Grill, Laundry Service, Maid Service, Media Center/Movie Theatre, Walking/Biking Trails, Wi-Fi, Maintenance on site",2014.0,,08/31/16,,4.62,,Masonry,,,,,,53.0,1.24,799.0,0.5,1.9,131.0,0.93,1253.0,0.5,3.1,27.0,1.0,1360.0,0.5,3.7,,,,,,36.2,38.2,986.0,39.3,950.0
834,GA Paulding 079452,GA Paulding119 Dynasty Ln,P835,3,Hiram,GA,301412058,Paulding,,N,0.1849,195,,2.56,2360.0,0.4,0.0,,Clubhouse,1993.0,,,,33.27,,,,,,,,,,,,,,,,,,,,,,,139.0,0.65,2321.0,0.4,2.9,31.1,34.2,1036.0,36.0,1074.0
835,GA Rockdale 067-0-01-0018,GA Rockdale1500 Eastview Rd,P836,3,Conyers,GA,300123800,Rockdale,,N,22.44,180,,8.33,1033.0,0.8,,,"Clubhouse, Playground, Pool, Property Manager on Site, Package Service, Storage Space, Maintenance on site, Sundeck",1996.0,,12/22/14,"6,325,000",37.23,,Wood Frame,,,,,,32.0,1.11,708.0,0.8,9.4,96.0,0.88,1032.0,0.8,8.3,52.0,0.97,1234.0,0.8,7.7,,,,,,34.1,34.6,1159.0,35.6,1122.0
836,GA Richmond 0583108000,GA Richmond1750 Essie McIntyre Blvd,P837,2,Augusta,GA,309046050,Richmond,,N,9.54,200,,8.5,749.0,0.0,,,,,,10/26/18,,7.31,,,,,,,,44.0,,640.0,,9.1,156.0,,780.0,,8.3,,,,,,,,,,,36.5,37.9,1985.0,38.5,1991.0
837,GA Richmond 0610016000,GA Richmond601 Fairhope St,P838,4,Augusta,GA,30901,Richmond,,N,26.31,138,,3.62,1102.0,0.5,1.449,,"Clubhouse, Courtyard, Fitness Center, Laundry Facilities, Picnic Area, Security System, Gated, Breakfast/Coffee Concierge, Cabana, Gameroom, Grill, Planned Social Activities",2011.0,,,,8.18,,Wood Frame,,,,,,46.0,0.79,750.0,0.6,4.4,92.0,0.55,1278.0,0.5,3.3,,,,,,,,,,,38.0,38.6,579.0,38.9,642.0
838,GA Richmond 0610016000,GA Richmond602 Fairhope St,P839,3,Augusta,GA,309012097,Richmond,,N,26.31,181,,0.55,1141.0,0.3,1.105,,"24 Hour Access, Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Property Manager on Site, Gated",2012.0,,,,8.32,,Wood Frame,,,,,,24.0,0.75,793.0,0.3,0.0,86.0,0.66,1088.0,0.3,1.2,71.0,0.62,1324.0,0.3,0.0,,,,,,38.1,38.6,562.0,38.9,623.0
839,GA Muscogee 090-006-002,GA Muscogee1110 Farr Rd,P840,3,Columbus,GA,319078628,Muscogee,,N,4.17,208,,24.52,948.0,1.0,0.0,,"Laundry Facilities, Pool, Property Manager on Site, Storage Space, Maintenance on site, Public Transportation",1989.0,,,,7.7,,,,,,,,8.0,0.68,800.0,1.0,12.5,200.0,0.62,954.0,1.0,25.0,,,,,,,,,,,34.3,34.9,2540.0,36.1,2501.0
840,GA Richmond 0714014040,GA Richmond1814 Fayetteville Dr,P841,2,Augusta,GA,309044941,Richmond,,N,13.4,200,,11.5,803.0,1.0,1.35,,"Controlled Access, Laundry Facilities, Playground, Gated, Maintenance on site",1969.0,2014.0,10/03/18,"7,575,000",6.87,,Wood Frame,,,,,,26.0,1.02,620.0,1.0,11.5,174.0,0.78,830.0,1.0,11.5,,,,,,,,,,,37.0,38.2,1288.0,38.9,1314.0
841,GA Newton C043000000031000,GA Newton10238 Fieldcrest Walk,P842,3,Covington,GA,300142075,Newton,,N,25.01,250,,4.0,972.0,0.6,2.4,,"24 Hour Access, Courtyard, Day Care, Laundry Facilities, Property Manager on Site, Tennis Court, Laundry Service",1987.0,,11/07/17,"15,750,000",37.23,,Wood Frame,,,,,,102.0,0.95,864.0,0.6,3.9,148.0,0.91,1046.0,0.6,4.1,,,,,,,,,,,32.7,34.0,1367.0,34.9,1455.0
842,GA Muscogee 110-006-001,GA Muscogee6029 Flat Rock Rd,P843,3,Columbus,GA,31907,Muscogee,,N,108.5,1008,,4.66,1224.0,0.0,1.389,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Playground, Property Manager on Site, Sauna, Spa, Tennis Court, Furnished Units Available, Package Service, Racquetball Court, Volleyball Court, Storage Space, Lounge, Maintenance on site, Sundeck",1987.0,,08/31/15,"76,000,000",5.3,,Masonry,,,,,,244.0,0.8,945.0,0.0,4.5,640.0,0.7,1268.0,0.0,4.7,124.0,0.67,1540.0,0.0,4.8,,,,,,33.0,35.7,1851.0,37.1,1663.0
843,GA Muscogee 062-037-002,GA Muscogee2339 Fort Benning Rd,P844,3,Columbus,GA,31903    ,Muscogee,,N,10.19,104,,,,0.0,,,"Laundry Facilities, Property Manager on Site",1949.0,,,,11.22,,Masonry,,,,,,70.0,,,,,34.0,,,,,,,,,,,,,,,34.3,35.6,1662.0,36.7,1607.0
844,GA Muscogee 191-011-046,GA Muscogee1700 Fountain Ct,P845,4,Columbus,GA,31904,Muscogee,,N,38.1541,350,,3.43,1413.0,0.5,0.857,,"Business Center, Clubhouse, Fitness Center, Laundry Facilities, Picnic Area, Playground, Property Manager on Site, Sauna, Spa, Tennis Court, Energy Star Labeled, Basketball Court, Furnished Units Available, Grill, Laundry Service, Package Service, Storage Space, Lounge, Maintenance on site, Sundeck",2005.0,,11/14/11,,5.15,,Masonry,,,,,,92.0,0.84,1074.0,0.5,3.3,222.0,0.74,1514.0,0.5,3.2,36.0,0.75,1655.0,0.7,5.6,,,,,,34.3,36.3,1238.0,37.5,1092.0
845,GA Richmond 0421035000,GA Richmond237 Fox Ter,P846,2,Augusta,GA,309094716,Richmond,,N,,353,,13.6,775.0,1.0,1.416,,"Laundry Facilities, Playground",1950.0,,,,12.26,,Masonry,,,,,,89.0,0.66,700.0,1.0,13.5,264.0,0.62,800.0,1.0,13.6,,,,,,,,,,,35.3,35.9,2500.0,36.6,2377.0
846,GA Muscogee 192-013-011,GA Muscogee8500 Franciscan Woods Dr,P847,4,Columbus,GA,31909,Muscogee,,N,26.83,297,,6.06,1034.0,0.0,0.0,,"Business Center, Controlled Access, Clubhouse, Fitness Center, Laundry Facilities, Playground, Gated, Grill, Volleyball Court, Wi-Fi",2011.0,,08/13/18,"33,100,000",9.51,,Masonry,,,,,,98.0,1.11,808.0,0.0,6.1,151.0,1.0,1081.0,0.0,6.0,48.0,0.91,1350.0,0.0,6.3,,,,,,33.4,35.6,779.0,37.1,666.0
